date,symbol,open,high,low,close,Volume LINK,Volume USD
12/18/22 4:00,LINK/USD,6.04276,6.07192,5.85,5.87894,36206.66543,212856.8137
12/18/22 0:00,LINK/USD,6.06589,6.08658,5.94777,5.96097,13791.41522,82210.21236
12/17/22 4:00,LINK/USD,5.91778,6.08658,5.91389,6.04276,11868.1066,71716.11983
12/17/22 0:00,LINK/USD,5.90905,6.06589,5.80689,6.06589,18695.88353,113407.1729
12/16/22 4:00,LINK/USD,6.57143,6.57143,5.79811,5.91778,61983.51383,366804.7984
12/16/22 0:00,LINK/USD,6.46784,6.57143,5.79811,5.90905,58319.34385,344611.9188
12/15/22 4:00,LINK/USD,6.66255,6.66255,6.40611,6.57143,22912.85483,150570.2216
12/15/22 0:00,LINK/USD,6.73522,6.73522,6.40611,6.46784,33498.75918,216664.6146
12/14/22 4:00,LINK/USD,6.90059,6.9602,6.58174,6.66255,41799.86922,278493.7187
12/14/22 0:00,LINK/USD,6.90174,6.96021,6.66775,6.73522,42800.63449,288271.6894
12/13/22 4:00,LINK/USD,6.60882,7.3148,6.51291,6.90059,81424.8658,561879.6147
12/13/22 0:00,LINK/USD,6.69372,7.3148,6.51291,6.90174,82392.90608,568654.4156
12/12/22 4:00,LINK/USD,6.56202,6.72945,6.54505,6.60882,16904.58085,111719.332
12/12/22 0:00,LINK/USD,6.71534,6.72945,6.47749,6.69372,14824.53038,99231.25551
12/11/22 4:00,LINK/USD,6.90586,6.95,6.47749,6.56202,34066.01387,223541.8643
12/11/22 0:00,LINK/USD,6.84343,6.95,6.64959,6.71534,31269.01787,209982.0865
12/10/22 4:00,LINK/USD,6.85052,6.91837,6.69642,6.90586,17472.31712,120661.3759
12/10/22 0:00,LINK/USD,6.85917,6.91673,6.69642,6.84343,18499.62752,126600.906
12/9/22 4:00,LINK/USD,6.98629,7.04,6.78467,6.85052,21769.64177,149133.3663
12/9/22 0:00,LINK/USD,7.011,7.04,6.78467,6.85917,25547.00702,175231.2641
12/8/22 4:00,LINK/USD,6.8585,7.08841,6.82093,6.98629,20623.72765,144083.3423
12/8/22 0:00,LINK/USD,6.85848,7.08841,6.78709,7.011,18707.18414,131156.068
12/7/22 4:00,LINK/USD,7.06218,7.06218,6.78709,6.8585,14373.42265,98580.11925
12/7/22 0:00,LINK/USD,7.13627,7.15081,6.79624,6.85848,24389.39799,167274.1984
12/6/22 4:00,LINK/USD,7.23711,7.30836,6.98788,7.06218,21330.7359,150641.4964
12/6/22 0:00,LINK/USD,7.28219,7.33181,6.98788,7.13627,26976.21261,192509.5368
12/5/22 4:00,LINK/USD,7.54132,7.6,7.16384,7.23711,53197.77946,384998.1817
12/5/22 0:00,LINK/USD,7.44227,7.6,7.16384,7.28219,62431.94452,454641.2821
12/4/22 4:00,LINK/USD,7.31523,7.55532,7.28395,7.54132,24256.40204,182925.2899
12/4/22 0:00,LINK/USD,7.26029,7.44537,7.20483,7.44227,17748.63497,132090.1335
12/3/22 4:00,LINK/USD,7.50733,7.54802,7.20483,7.31523,35488.41877,259605.9456
12/3/22 0:00,LINK/USD,7.6355,7.64316,7.22553,7.26029,32345.70848,234839.2238
12/2/22 4:00,LINK/USD,7.60125,7.67203,7.44545,7.50733,31084.32083,233360.2543
12/2/22 0:00,LINK/USD,7.6612,7.7442,7.50555,7.6355,32680.1996,249529.664
12/1/22 4:00,LINK/USD,7.60233,7.81529,7.57441,7.60125,21627.32712,164394.7203
12/1/22 0:00,LINK/USD,7.72141,7.81529,7.46217,7.6612,41698.3639,319459.5055
11/30/22 4:00,LINK/USD,7.39931,7.79771,7.27,7.60233,66916.06118,508717.9794
11/30/22 0:00,LINK/USD,7.29593,7.79771,7.27,7.72141,83297.28976,643172.5261
11/29/22 4:00,LINK/USD,7.32,7.65898,7.24957,7.39931,51048.31895,377722.3369
11/29/22 0:00,LINK/USD,7.17956,7.5,7.12625,7.29593,40711.94525,297031.5027
11/28/22 4:00,LINK/USD,6.74574,7.35967,6.63129,7.32,103820.2043,759963.8955
11/28/22 0:00,LINK/USD,6.89752,7.32265,6.53303,7.17956,127966.2696,918741.5108
11/27/22 4:00,LINK/USD,7.21529,7.21529,6.53303,6.74574,67261.01019,453725.2869
11/27/22 0:00,LINK/USD,7.1958,7.26897,6.86751,6.89752,148959.1611,1027448.793
11/26/22 4:00,LINK/USD,6.8753,7.27051,6.8091,7.21529,164163.6906,1184488.635
11/26/22 0:00,LINK/USD,6.83305,7.27051,6.8091,7.1958,58958.07677,424250.5288
11/25/22 4:00,LINK/USD,6.80307,6.97575,6.65942,6.8753,34139.39049,234718.5514
11/25/22 0:00,LINK/USD,6.81798,6.97,6.65942,6.83305,25783.27869,176178.4325
11/24/22 4:00,LINK/USD,6.77939,6.95,6.58296,6.80307,39041.6638,265603.1717
11/24/22 0:00,LINK/USD,6.69706,6.95,6.58296,6.81798,49941.95713,340503.2649
11/23/22 4:00,LINK/USD,6.51426,6.85726,6.34425,6.77939,68561.07274,464802.2509
11/23/22 0:00,LINK/USD,6.34968,6.7971,6.33553,6.69706,61150.74902,409530.2352
11/22/22 4:00,LINK/USD,6.048,6.52671,5.83032,6.51426,77435.06044,504432.1168
11/22/22 0:00,LINK/USD,5.84464,6.45479,5.83032,6.34968,81107.91052,515009.2773
11/21/22 4:00,LINK/USD,5.68499,6.048,5.60873,6.048,102031.5606,617086.8783
11/21/22 0:00,LINK/USD,5.77302,5.868,5.60756,5.84464,106050.8724,619829.1707
11/20/22 4:00,LINK/USD,6.18758,6.23079,5.60756,5.68499,60513.36781,344017.8908
11/20/22 0:00,LINK/USD,6.136,6.23079,5.687,5.77302,61883.74649,357256.1062
11/19/22 4:00,LINK/USD,6.12158,6.22035,6.02016,6.18758,41590.55341,257344.8765
11/19/22 0:00,LINK/USD,6.17737,6.22035,6.02016,6.136,35607.6641,218488.6269
11/18/22 4:00,LINK/USD,6.33122,6.33122,6.065,6.12158,37315.23901,228428.2208
11/18/22 0:00,LINK/USD,6.20756,6.40973,6.065,6.17737,58977.47382,364325.6774
11/17/22 4:00,LINK/USD,6.10007,6.40973,5.99646,6.33122,79012.0444,500242.6357
11/17/22 0:00,LINK/USD,6.14571,6.33218,5.99646,6.20756,75232.0126,467007.2322
11/16/22 4:00,LINK/USD,6.56736,6.56736,6.07,6.10007,122482.9659,747154.6658
11/16/22 0:00,LINK/USD,6.41529,6.56736,6.07122,6.14571,193943.8779,1191922.83
11/15/22 4:00,LINK/USD,6.28706,6.6726,6.26958,6.56736,66892.87613,439309.599
11/15/22 0:00,LINK/USD,6.24257,6.6726,6.21705,6.41529,75594.86823,484963.0022
11/14/22 4:00,LINK/USD,5.81551,6.41149,5.71,6.28706,112180.3853,705284.8134
11/14/22 0:00,LINK/USD,6.02745,6.41149,5.71,6.24257,140631.8349,877904.0738
11/13/22 4:00,LINK/USD,6.45049,6.51411,5.75,5.81551,108856.3295,633055.0727
11/13/22 0:00,LINK/USD,6.27684,6.51411,5.95,6.02745,72430.03294,436568.402
11/12/22 4:00,LINK/USD,6.69863,6.74476,6.1793,6.45049,57569.57669,371351.9787
11/12/22 0:00,LINK/USD,6.92546,6.98554,6.1793,6.27684,64969.8631,407805.4355
11/11/22 4:00,LINK/USD,6.81289,7.21364,6.51957,6.69863,153202.1145,1026244.28
11/11/22 0:00,LINK/USD,7.21111,7.3038,6.51957,6.92546,170514.2256,1180889.449
11/10/22 4:00,LINK/USD,6.66585,7.48997,6.40664,6.81289,143745.3382,979321.1769
11/10/22 0:00,LINK/USD,6.24293,7.48997,6.09454,7.21111,146066.0894,1053298.638
11/9/22 4:00,LINK/USD,7.33235,7.33235,5.89351,6.66585,176252.8358,1174874.966
11/9/22 0:00,LINK/USD,7.67299,7.8841,5.89351,6.24293,347584.9114,2169948.271
11/8/22 4:00,LINK/USD,8.47,9.4879,6.63065,7.33235,725956.0271,5322963.676
11/8/22 0:00,LINK/USD,8.79768,9.4879,6.63065,7.67299,682284.6406,5235163.225
11/7/22 4:00,LINK/USD,8.25524,9.29999,7.89078,8.47,174138.7072,1474954.85
11/7/22 0:00,LINK/USD,8.11202,9.24918,7.89078,8.79768,150479.2274,1323868.089
11/6/22 4:00,LINK/USD,8.74343,8.75495,8.07794,8.25524,87702.98167,724009.1624
11/6/22 0:00,LINK/USD,8.66086,8.75495,8.07883,8.11202,69083.96385,560410.4964
11/5/22 4:00,LINK/USD,8.70889,9,8.54402,8.74343,54991.77922,480816.7722
11/5/22 0:00,LINK/USD,8.71919,9,8.56802,8.66086,66594.09307,576762.1169
11/4/22 4:00,LINK/USD,8.22144,8.93964,8.04498,8.70889,141638.1413,1233510.992
11/4/22 0:00,LINK/USD,7.71302,8.87727,7.6627,8.71919,195751.986,1706798.759
11/3/22 4:00,LINK/USD,7.73454,8.2667,7.6552,8.22144,185361.1705,1523935.742
11/3/22 0:00,LINK/USD,7.42441,8.01603,7.39696,7.71302,123076.5638,949291.9983
11/2/22 4:00,LINK/USD,7.84348,8.00963,7.34945,7.73454,52508.0909,406125.9294
11/2/22 0:00,LINK/USD,7.69718,8.00963,7.34945,7.42441,125168.5384,929302.5485
11/1/22 4:00,LINK/USD,7.8229,7.88252,7.56768,7.84348,45762.75575,358939.2595
11/1/22 0:00,LINK/USD,7.87,7.91569,7.63414,7.69718,46414.24017,357258.7611
10/31/22 4:00,LINK/USD,7.95968,8.32833,7.71565,7.8229,157477.9559,1231934.301
10/31/22 0:00,LINK/USD,7.78772,8.32833,7.6711,7.87,166248.0977,1308372.529
10/30/22 4:00,LINK/USD,7.79783,7.98273,7.49628,7.95968,155028.3323,1233975.916
10/30/22 0:00,LINK/USD,7.645,7.95147,7.49628,7.78772,175432.1301,1366216.308
10/29/22 4:00,LINK/USD,7.2024,7.83388,7.08652,7.79783,157199.5213,1225815.143
10/29/22 0:00,LINK/USD,7.11396,7.65815,7.08652,7.645,122624.7473,937466.1927
10/28/22 4:00,LINK/USD,6.89355,7.20721,6.86232,7.2024,73581.80509,529965.5929
10/28/22 0:00,LINK/USD,6.89244,7.198,6.83154,7.11396,86633.49846,616307.2427
10/27/22 4:00,LINK/USD,7.23322,7.35969,6.83154,6.89355,83100.26407,572855.8253
10/27/22 0:00,LINK/USD,7.15464,7.35969,6.86831,6.89244,69323.57964,477808.6133
10/26/22 4:00,LINK/USD,7.15293,7.24598,7.12741,7.23322,2684.720106,19419.17117
10/26/22 0:00,LINK/USD,7.08166,7.28833,7.03427,7.15464,68010.65202,486591.7313
10/25/22 4:00,LINK/USD,6.93879,7.27844,6.82873,7.15293,132327.9241,946532.378
10/25/22 0:00,LINK/USD,6.90545,7.27844,6.82873,7.08166,134639.6248,953472.0451
10/24/22 4:00,LINK/USD,6.91286,6.97535,6.79939,6.93879,68377.09912,474454.3316
10/24/22 0:00,LINK/USD,7.07344,7.08396,6.79939,6.90545,72047.86429,497522.9245
10/23/22 4:00,LINK/USD,6.94249,7.08396,6.80898,6.91286,126878.7408,877094.9718
10/23/22 0:00,LINK/USD,6.87205,7.08161,6.80898,7.07344,119956.4547,848504.785
10/22/22 4:00,LINK/USD,6.76119,6.97794,6.73362,6.94249,41635.46733,289053.8156
10/22/22 0:00,LINK/USD,6.81095,6.92837,6.73362,6.87205,41588.28707,285796.7881
10/21/22 4:00,LINK/USD,6.64166,6.84125,6.45777,6.76119,108027.5427,730394.7413
10/21/22 0:00,LINK/USD,6.65741,6.84125,6.45777,6.81095,115173.4893,784440.8766
10/20/22 4:00,LINK/USD,6.76829,6.91095,6.558,6.64166,67931.16341,451175.6908
10/20/22 0:00,LINK/USD,6.77576,6.91095,6.60025,6.65741,63396.23031,422054.6976
10/19/22 4:00,LINK/USD,7.04191,7.04191,6.69642,6.76829,32685.14944,221222.5701
10/19/22 0:00,LINK/USD,7.12,7.13686,6.71807,6.77576,131708.6207,892426.0038
10/18/22 4:00,LINK/USD,7.31181,7.31181,6.97306,7.04191,116160.7529,817993.5677
10/18/22 0:00,LINK/USD,7.33038,7.36452,6.97306,7.12,37667.01401,268189.1398
10/17/22 4:00,LINK/USD,7.11516,7.37269,7.09969,7.31181,65480.50014,478780.9757
10/17/22 0:00,LINK/USD,7.17392,7.37269,7.07787,7.33038,60847.74067,446037.0612
10/16/22 4:00,LINK/USD,7.08165,7.224,7.00574,7.11516,17726.91776,126129.8561
10/16/22 0:00,LINK/USD,6.89979,7.224,6.88123,7.17392,15948.40849,114412.6066
10/15/22 4:00,LINK/USD,6.9083,7.094,6.8265,7.08165,19294.54702,136637.2289
10/15/22 0:00,LINK/USD,6.90336,6.9794,6.8265,6.89979,25681.7401,177198.6135
10/14/22 4:00,LINK/USD,7.17738,7.2409,6.80864,6.9083,60365.98994,417026.3683
10/14/22 0:00,LINK/USD,7.03909,7.245,6.80864,6.90336,65211.99319,450181.8653
10/13/22 4:00,LINK/USD,6.96238,7.245,6.3029,7.17738,162726.374,1167949.022
10/13/22 0:00,LINK/USD,7.15361,7.16227,6.3029,7.03909,154872.567,1090161.938
10/12/22 4:00,LINK/USD,7.14064,7.19201,6.89985,6.96238,20655.19081,143809.2874
10/12/22 0:00,LINK/USD,7.135,7.26886,7.09953,7.15361,26858.33561,192134.0582
10/11/22 4:00,LINK/USD,7.20085,7.33196,7.07787,7.14064,50335.18,359425.3997
10/11/22 0:00,LINK/USD,7.35059,7.37969,7.07787,7.135,72724.94826,518892.5058
10/10/22 4:00,LINK/USD,7.64107,7.72548,7.14117,7.20085,66199.43013,476692.1664
10/10/22 0:00,LINK/USD,7.63302,7.72548,7.33181,7.35059,60939.03289,447937.8458
10/9/22 4:00,LINK/USD,7.44,7.7,7.43077,7.64107,49485.59422,378122.8894
10/9/22 0:00,LINK/USD,7.44194,7.65582,7.42576,7.63302,30430.02487,232272.9884
10/8/22 4:00,LINK/USD,7.60229,7.62004,7.34979,7.44,37963.71428,282450.0342
10/8/22 0:00,LINK/USD,7.60431,7.66013,7.34979,7.44194,37107.05015,276148.4408
10/7/22 4:00,LINK/USD,7.72016,7.79266,7.48104,7.60229,59545.93695,452685.481
10/7/22 0:00,LINK/USD,7.6365,7.79266,7.48104,7.60431,62012.62309,471563.2099
10/6/22 4:00,LINK/USD,7.91655,7.91655,7.61072,7.72016,18096.67077,139709.1938
10/6/22 0:00,LINK/USD,7.8848,7.94465,7.61072,7.6365,95307.52878,727815.9436
10/5/22 4:00,LINK/USD,7.7411,7.94465,7.59635,7.91655,112803.2121,893012.2685
10/5/22 0:00,LINK/USD,7.71578,7.94322,7.59635,7.8848,76303.77882,601640.0353
10/4/22 4:00,LINK/USD,7.53805,7.85095,7.5226,7.7411,138921.2035,1075402.928
10/4/22 0:00,LINK/USD,7.33923,7.85095,7.33923,7.71578,167492.7946,1292337.555
10/3/22 4:00,LINK/USD,7.19462,7.53805,7.02,7.53805,87090.9995,656496.3088
10/3/22 0:00,LINK/USD,7.12327,7.35241,7.02,7.33923,53121.66207,389872.0959
10/2/22 4:00,LINK/USD,7.46713,7.54245,7.04907,7.19462,34373.62407,247305.1632
10/2/22 0:00,LINK/USD,7.39145,7.54245,7.09849,7.12327,33374.55833,237735.9901
10/1/22 4:00,LINK/USD,7.63437,7.63963,7.32172,7.46713,35838.08623,267607.6488
10/1/22 0:00,LINK/USD,7.57844,7.64893,7.32172,7.39145,51521.96151,380822.0024
9/30/22 4:00,LINK/USD,7.79522,7.90077,7.51736,7.63437,66398.76107,506912.7095
9/30/22 0:00,LINK/USD,7.92106,7.92106,7.51736,7.57844,54810.09047,415374.982
9/29/22 4:00,LINK/USD,7.76,7.9313,7.59505,7.79522,48152.73397,375361.1549
9/29/22 0:00,LINK/USD,7.80949,7.9313,7.59505,7.92106,79579.29854,630352.3985
9/28/22 4:00,LINK/USD,8.06628,8.06628,7.64716,7.76,122718.3612,952294.4826
9/28/22 0:00,LINK/USD,8.0585,8.55161,7.77,7.80949,242685.1798,1895247.484
9/27/22 4:00,LINK/USD,8.21161,8.41825,7.66252,8.06628,295602.1282,2384409.535
9/27/22 0:00,LINK/USD,7.95,8.39752,7.66252,8.0585,253619.1655,2043790.045
9/26/22 4:00,LINK/USD,7.74776,8.24265,7.4686,8.21161,154184.9376,1266106.575
9/26/22 0:00,LINK/USD,7.86615,7.95,7.4686,7.95,129649.484,1030713.397
9/25/22 4:00,LINK/USD,7.75366,8.05909,7.58108,7.74776,92124.92289,713761.7925
9/25/22 0:00,LINK/USD,7.65,8.05909,7.58108,7.86615,90519.10949,712036.8931
9/24/22 4:00,LINK/USD,7.41029,7.86336,7.41029,7.75366,66340.47253,514381.4683
9/24/22 0:00,LINK/USD,7.44804,7.86336,7.37329,7.65,79828.31502,610686.6099
9/23/22 4:00,LINK/USD,7.22472,7.4974,6.97637,7.41029,99420.89456,736737.6607
9/23/22 0:00,LINK/USD,7.12744,7.48384,6.97637,7.44804,81067.41363,603793.3394
9/22/22 4:00,LINK/USD,6.75097,7.2257,6.74624,7.22472,45042.12213,325416.7206
9/22/22 0:00,LINK/USD,6.71003,7.16121,6.65,7.12744,47366.53223,337602.1165
9/21/22 4:00,LINK/USD,6.93977,7.31324,6.53497,6.75097,50347.58512,339895.0367
9/21/22 0:00,LINK/USD,6.89107,7.31324,6.53497,6.71003,70309.31667,471777.6241
9/20/22 4:00,LINK/USD,7.19905,7.29109,6.77886,6.93977,84670.72161,587595.3337
9/20/22 0:00,LINK/USD,7.30134,7.33284,6.77886,6.89107,83259.64961,573748.0737
9/19/22 4:00,LINK/USD,7.20036,7.38469,7.02297,7.19905,42646.77236,307016.2466
9/19/22 0:00,LINK/USD,7.48906,7.67426,7.02297,7.30134,53968.31621,394041.0259
9/18/22 4:00,LINK/USD,7.93239,8.09641,7.17998,7.20036,73216.74513,527186.923
9/18/22 0:00,LINK/USD,8.09748,8.1489,7.42272,7.48906,92546.61399,693087.1449
9/17/22 4:00,LINK/USD,7.80444,8.1489,7.8,7.93239,111551.1527,884867.2484
9/17/22 0:00,LINK/USD,7.64962,8.13586,7.64962,8.09748,102013.4008,826051.4727
9/16/22 4:00,LINK/USD,7.533,7.82419,7.48104,7.80444,79320.30182,619050.5364
9/16/22 0:00,LINK/USD,7.56621,7.79266,7.42272,7.64962,58930.96627,450799.4982
9/15/22 4:00,LINK/USD,7.20212,7.64768,7.01794,7.533,75097.42575,565708.9082
9/15/22 0:00,LINK/USD,7.45211,7.59193,7.01794,7.56621,79754.22091,603437.1838
9/14/22 4:00,LINK/USD,7.24488,7.5212,7.12741,7.20212,24037.71293,173122.493
9/14/22 0:00,LINK/USD,7.03601,7.5212,6.99,7.45211,57712.31368,430078.5099
9/13/22 4:00,LINK/USD,7.7,7.94654,6.99,7.24488,128387.835,930154.4581
9/13/22 0:00,LINK/USD,7.7576,7.94654,7.03601,7.03601,117437.0997,826288.6078
9/12/22 4:00,LINK/USD,7.90197,8.13387,7.58503,7.7,216275.1957,1665319.007
9/12/22 0:00,LINK/USD,8.02706,8.28848,7.62174,7.7576,232959.1938,1807204.242
9/11/22 4:00,LINK/USD,7.89142,8.28848,7.74677,7.90197,75325.15039,595217.0787
9/11/22 0:00,LINK/USD,7.89886,8.17031,7.74677,8.02706,57054.84266,457982.6453
9/10/22 4:00,LINK/USD,7.76802,8.01221,7.62367,7.89142,73777.717,582210.9515
9/10/22 0:00,LINK/USD,7.75525,8.01221,7.62367,7.89886,67845.3502,535900.9229
9/9/22 4:00,LINK/USD,7.75,8.14999,7.64867,7.76802,288966.4827,2244697.417
9/9/22 0:00,LINK/USD,7.40958,8.14999,7.40958,7.75525,420199.3365,3258750.904
9/8/22 4:00,LINK/USD,7.04,7.98,7.00475,7.75,217048.5013,1682125.885
9/8/22 0:00,LINK/USD,7.07787,7.50208,7.00475,7.40958,85752.68226,635391.3594
9/7/22 4:00,LINK/USD,6.62,7.14217,6.62,7.04,32636.20183,229758.8609
9/7/22 0:00,LINK/USD,6.66449,7.14217,6.58604,7.07787,103678.9445,733826.091
9/6/22 4:00,LINK/USD,7.2687,7.38512,6.58604,6.62,132723.3194,878628.3743
9/6/22 0:00,LINK/USD,7.37648,7.55,6.58604,6.66449,130697.9503,871035.1829
9/5/22 4:00,LINK/USD,7.19072,7.55,7.09829,7.2687,99677.11176,724523.0223
9/5/22 0:00,LINK/USD,7.14237,7.41728,7.09829,7.37648,106347.8556,784472.8296
9/4/22 4:00,LINK/USD,6.8635,7.28225,6.79809,7.19072,59680.96946,429149.1407
9/4/22 0:00,LINK/USD,6.85806,7.26,6.79809,7.14237,45176.18059,322664.997
9/3/22 4:00,LINK/USD,6.87588,6.93133,6.73362,6.8635,23754.99914,163042.4366
9/3/22 0:00,LINK/USD,6.90875,6.96555,6.73362,6.85806,30610.54744,209928.9709
9/2/22 4:00,LINK/USD,6.93595,7.21787,6.78145,6.87588,46484.18992,319619.7118
9/2/22 0:00,LINK/USD,6.91673,7.21787,6.78145,6.90875,33573.3445,231949.8438
9/1/22 4:00,LINK/USD,6.55003,6.98966,6.47187,6.93595,76150.02555,528172.7697
9/1/22 0:00,LINK/USD,6.63006,6.9584,6.47187,6.91673,73125.829,505791.6152
8/31/22 4:00,LINK/USD,6.78153,6.78153,6.5222,6.55003,13444.59344,88062.49037
8/31/22 0:00,LINK/USD,6.54966,6.88739,6.54966,6.63006,54420.77403,360812.997
8/30/22 4:00,LINK/USD,6.6676,6.82247,6.3689,6.78153,63403.1942,429970.6636
8/30/22 0:00,LINK/USD,6.70747,6.81661,6.3689,6.54966,59830.42647,391868.951
8/29/22 4:00,LINK/USD,6.36626,6.72,6.30052,6.6676,44480.11057,296575.5852
8/29/22 0:00,LINK/USD,6.24605,6.72,6.2,6.70747,42944.04712,288045.9077
8/28/22 4:00,LINK/USD,6.49826,6.6234,6.2,6.36626,73669.69971,469000.4625
