date,symbol,close,Volume ZEC,Volume USD,daily_return
2022-11-10 00:00:00,ZEC/USD,38.85,3838.033442,149107.5992,0.014625228519195677
2022-11-09 04:00:00,ZEC/USD,35.33,4260.960259,150539.726,-0.09060489060489063
2022-11-09 00:00:00,ZEC/USD,34.96,8457.035695,295657.9679,-0.010472686102462436
2022-11-08 04:00:00,ZEC/USD,41.58,5044.780705,209761.9817,0.1893592677345537
2022-11-08 00:00:00,ZEC/USD,42.13,4493.571994,189314.1881,0.013227513227513255
2022-11-07 04:00:00,ZEC/USD,49.0,543.494332,26631.22227,0.16306669831473997
2022-11-07 00:00:00,ZEC/USD,50.97,521.220739,26566.62107,0.04020408163265299
2022-11-06 04:00:00,ZEC/USD,51.26,3142.015447,161059.7118,0.005689621345889684
2022-11-06 00:00:00,ZEC/USD,50.38,3103.565156,156357.6126,-0.01716738197424883
2022-11-05 04:00:00,ZEC/USD,53.35,2104.943872,112298.7556,0.058951965065502154
2022-11-05 00:00:00,ZEC/USD,53.24,2677.179148,142533.0178,-0.0020618556701030855
2022-11-04 04:00:00,ZEC/USD,54.28,3609.488637,195923.0432,0.019534184823440937
2022-11-04 00:00:00,ZEC/USD,53.9,3208.334881,172929.2501,-0.007000736919675843
2022-11-03 04:00:00,ZEC/USD,51.33,649.668792,33347.49909,-0.04768089053803337
2022-11-03 00:00:00,ZEC/USD,50.38,641.938173,32340.84516,-0.018507695304889826
2022-11-02 04:00:00,ZEC/USD,51.71,440.883833,22798.103,0.02639936482731242
2022-11-02 00:00:00,ZEC/USD,50.16,609.950645,30595.12435,-0.02997485979501069
2022-11-01 04:00:00,ZEC/USD,50.39,3999.533783,201536.5073,0.004585326953748137
2022-11-01 00:00:00,ZEC/USD,50.17,4251.5792,213301.7285,-0.0043659456241317285
2022-10-31 04:00:00,ZEC/USD,52.7,2204.637945,116184.4197,0.0504285429539566
2022-10-31 00:00:00,ZEC/USD,52.64,2542.021493,133812.0114,-0.0011385199240987465
2022-10-30 04:00:00,ZEC/USD,53.4,2002.789694,106948.9697,0.014437689969604817
2022-10-30 00:00:00,ZEC/USD,53.44,1668.118953,89144.27685,0.0007490636704119424
2022-10-29 04:00:00,ZEC/USD,54.67,3001.278235,164079.8811,0.02301646706586835
2022-10-29 00:00:00,ZEC/USD,54.08,2743.659979,148377.1317,-0.01079202487653197
2022-10-28 04:00:00,ZEC/USD,54.42,1681.857726,91526.69745,0.006286982248520756
2022-10-28 00:00:00,ZEC/USD,53.77,2197.590806,118164.4576,-0.011944138184490916
2022-10-27 04:00:00,ZEC/USD,52.8,2236.984789,118112.7969,-0.018039799144504487
2022-10-27 00:00:00,ZEC/USD,52.86,1714.048161,90604.58579,0.001136363636363713
2022-10-26 04:00:00,ZEC/USD,55.68,8.659678,482.170871,0.05334846765039725
2022-10-26 00:00:00,ZEC/USD,55.11,2400.429467,132287.6679,-0.010237068965517238
2022-10-25 04:00:00,ZEC/USD,53.88,3797.249342,204595.7945,-0.022318998366902543
2022-10-25 00:00:00,ZEC/USD,53.41,4385.978632,234255.1187,-0.008723088344469332
2022-10-24 04:00:00,ZEC/USD,52.24,2148.775256,112252.0194,-0.021906010110466112
2022-10-24 00:00:00,ZEC/USD,51.93,1989.708156,103325.5445,-0.005934150076569722
2022-10-23 04:00:00,ZEC/USD,52.01,1872.955968,97412.4399,0.0015405353360291585
2022-10-23 00:00:00,ZEC/USD,53.08,1911.56458,101465.8479,0.02057296673716591
2022-10-22 04:00:00,ZEC/USD,52.48,2597.792796,136332.1659,-0.011303692539562982
2022-10-22 00:00:00,ZEC/USD,52.38,2067.508195,108296.0793,-0.001905487804877981
2022-10-21 04:00:00,ZEC/USD,51.89,1547.892466,80320.14006,-0.009354715540282554
2022-10-21 00:00:00,ZEC/USD,52.15,1439.017333,75044.75392,0.005010599344767774
2022-10-20 04:00:00,ZEC/USD,51.3,2083.735011,106895.6061,-0.016299137104506256
2022-10-20 00:00:00,ZEC/USD,51.8,2114.4255,109527.2409,0.00974658869395717
2022-10-19 04:00:00,ZEC/USD,50.82,284.767687,14471.89385,-0.018918918918918837
2022-10-19 00:00:00,ZEC/USD,50.54,2087.441822,105499.3097,-0.005509641873278293
2022-10-18 04:00:00,ZEC/USD,52.43,1775.353157,93081.76602,0.037396121883656486
2022-10-18 00:00:00,ZEC/USD,52.47,1692.408348,88800.66602,0.0007629219912264062
2022-10-17 04:00:00,ZEC/USD,52.83,2235.019304,118076.0698,0.006861063464836947
2022-10-17 00:00:00,ZEC/USD,52.92,1656.799617,87677.83573,0.0017035775127769437
2022-10-16 04:00:00,ZEC/USD,51.44,1207.736703,62125.976,-0.027966742252456656
2022-10-16 00:00:00,ZEC/USD,51.78,1177.361294,60963.7678,0.006609642301710794
2022-10-15 04:00:00,ZEC/USD,51.41,1028.052374,52852.17255,-0.007145616067980032
2022-10-15 00:00:00,ZEC/USD,50.84,1041.040276,52926.48763,-0.011087337093950489
2022-10-14 04:00:00,ZEC/USD,50.03,1706.496955,85376.04266,-0.01593233674272232
2022-10-14 00:00:00,ZEC/USD,49.76,1862.054264,92655.82018,-0.005396761942834338
2022-10-13 04:00:00,ZEC/USD,52.15,2633.320943,137327.6872,0.048030546623794246
2022-10-13 00:00:00,ZEC/USD,50.94,2556.739321,130240.301,-0.023202301054650043
2022-10-12 04:00:00,ZEC/USD,50.82,132.14514,6715.616015,-0.002355712603062332
2022-10-12 00:00:00,ZEC/USD,51.6,792.638722,40900.15806,0.015348288075560879
2022-10-11 04:00:00,ZEC/USD,51.79,920.333128,47664.0527,0.0036821705426355322
2022-10-11 00:00:00,ZEC/USD,51.34,1029.284395,52843.46084,-0.008688936088047772
2022-10-10 04:00:00,ZEC/USD,52.04,395.274351,20570.07723,0.013634592910011678
2022-10-10 00:00:00,ZEC/USD,52.7,300.566913,15839.87632,0.012682551883166804
2022-10-09 04:00:00,ZEC/USD,54.7,130.91483,7161.041201,0.03795066413662229
2022-10-09 00:00:00,ZEC/USD,54.85,143.210068,7855.07223,0.002742230347349217
2022-10-08 04:00:00,ZEC/USD,54.06,123.951497,6700.817928,-0.014402917046490438
2022-10-08 00:00:00,ZEC/USD,54.5,115.853239,6314.001526,0.008139104698483113
2022-10-07 04:00:00,ZEC/USD,54.86,280.275277,15375.9017,0.00660550458715603
2022-10-07 00:00:00,ZEC/USD,54.46,300.663813,16374.15126,-0.007291286912139983
2022-10-06 04:00:00,ZEC/USD,55.36,78.126704,4325.094333,0.016525890561880363
2022-10-06 00:00:00,ZEC/USD,55.14,1565.126535,86301.07714,-0.003973988439306297
2022-10-05 04:00:00,ZEC/USD,57.06,3021.675545,172416.8066,0.03482045701849845
2022-10-05 00:00:00,ZEC/USD,56.63,2608.851575,147739.2647,-0.007535927094286743
2022-10-04 04:00:00,ZEC/USD,56.38,1507.661652,85001.96394,-0.004414621225498849
2022-10-04 00:00:00,ZEC/USD,56.77,1508.900008,85660.25345,0.00691734657680021
2022-10-03 04:00:00,ZEC/USD,56.07,662.876456,37167.48289,-0.012330456226880449
2022-10-03 00:00:00,ZEC/USD,56.11,830.589098,46604.35429,0.0007133939718209081
2022-10-02 04:00:00,ZEC/USD,54.6,1762.442242,96229.34641,-0.026911423988593808
2022-10-02 00:00:00,ZEC/USD,53.96,1937.81701,104564.6059,-0.01172161172161168
2022-10-01 04:00:00,ZEC/USD,55.22,1837.027095,101440.6362,0.02335063009636773
2022-10-01 00:00:00,ZEC/USD,55.22,2272.769422,125502.3275,0.0
2022-09-30 04:00:00,ZEC/USD,56.27,2598.598443,146223.1344,0.019014849692140512
2022-09-30 00:00:00,ZEC/USD,55.88,2015.224587,112610.7499,-0.0069308690243469195
2022-09-29 04:00:00,ZEC/USD,56.06,456.86008,25611.57608,0.003221188260558394
2022-09-29 00:00:00,ZEC/USD,56.67,308.831135,17501.46042,0.010881198715661844
2022-09-28 04:00:00,ZEC/USD,55.58,141.08883,7841.717171,-0.019234162696312063
2022-09-28 00:00:00,ZEC/USD,55.41,1995.638426,110578.3252,-0.003058654192155452
2022-09-27 04:00:00,ZEC/USD,54.95,2074.436587,113990.2905,-0.008301750586536594
2022-09-27 00:00:00,ZEC/USD,57.14,2156.456939,123219.9495,0.039854413102820674
2022-09-26 04:00:00,ZEC/USD,59.81,2175.922103,130141.901,0.04672733636681836
2022-09-26 00:00:00,ZEC/USD,58.92,1790.622797,105503.4952,-0.014880454773449237
2022-09-25 04:00:00,ZEC/USD,55.96,1336.013249,74763.30141,-0.0502376103190767
2022-09-25 00:00:00,ZEC/USD,55.97,1312.766564,73475.54459,0.00017869907076484282
2022-09-24 04:00:00,ZEC/USD,56.2,655.62103,36845.90189,0.004109344291584938
2022-09-24 00:00:00,ZEC/USD,55.63,882.474012,49092.02929,-0.010142348754448416
2022-09-23 04:00:00,ZEC/USD,56.97,3240.179157,184593.0066,0.024087722451914262
2022-09-23 00:00:00,ZEC/USD,55.93,3278.168455,183347.9617,-0.018255222046691277
2022-09-22 04:00:00,ZEC/USD,57.42,955.78279,54881.0478,0.026640443411407144
2022-09-22 00:00:00,ZEC/USD,56.71,795.621207,45119.67865,-0.01236502960640895
2022-09-21 04:00:00,ZEC/USD,54.32,1718.240221,93334.8088,-0.042144242637982776
2022-09-21 00:00:00,ZEC/USD,53.84,2553.957169,137505.054,-0.008836524300441795
2022-09-20 04:00:00,ZEC/USD,53.89,762.45217,41088.54744,0.000928677563150071
2022-09-20 00:00:00,ZEC/USD,53.49,893.11753,47772.85668,-0.007422527370569698
2022-09-19 04:00:00,ZEC/USD,55.06,1698.973234,93545.46626,0.029351280613198805
2022-09-19 00:00:00,ZEC/USD,55.01,1695.074199,93246.03169,-0.0009081002542681293
2022-09-18 04:00:00,ZEC/USD,52.08,743.27863,38709.95105,-0.053263043083075834
2022-09-18 00:00:00,ZEC/USD,53.06,602.610013,31974.48729,0.018817204301075252
2022-09-17 04:00:00,ZEC/USD,58.1,360.326086,20934.9456,0.0949868073878628
2022-09-17 00:00:00,ZEC/USD,58.88,350.530479,20639.2346,0.013425129087779819
2022-09-16 04:00:00,ZEC/USD,56.85,352.867033,20060.49083,-0.03447690217391308
2022-09-16 00:00:00,ZEC/USD,56.63,372.468314,21092.88062,-0.003869832893579561
2022-09-15 04:00:00,ZEC/USD,58.5,262.184255,15337.77892,0.0330213667667314
2022-09-15 00:00:00,ZEC/USD,58.12,347.288243,20184.39268,-0.006495726495726495
2022-09-14 04:00:00,ZEC/USD,59.86,181.980792,10893.37021,0.029938059187887056
2022-09-14 00:00:00,ZEC/USD,61.95,631.701248,39133.89231,0.034914801202806656
2022-09-13 04:00:00,ZEC/USD,59.65,3006.701729,179349.7581,-0.03712671509281684
2022-09-13 00:00:00,ZEC/USD,58.77,3055.06789,179546.3399,-0.014752724224643687
2022-09-12 04:00:00,ZEC/USD,62.29,2700.477122,168212.7199,0.059894503998638715
2022-09-12 00:00:00,ZEC/USD,62.98,3012.789947,189745.5109,0.011077219457376719
2022-09-11 04:00:00,ZEC/USD,63.84,2475.200338,158016.7896,0.013655128612257927
2022-09-11 00:00:00,ZEC/USD,64.34,3039.044852,195532.1458,0.00783208020050119
2022-09-10 04:00:00,ZEC/USD,64.59,1382.828881,89316.91742,0.0038856077090456687
2022-09-10 00:00:00,ZEC/USD,65.26,2008.613227,131082.0992,0.01037312277442326
2022-09-09 04:00:00,ZEC/USD,65.51,3265.898766,213949.0282,0.003830830524057527
2022-09-09 00:00:00,ZEC/USD,66.02,2060.310253,136021.6829,0.007785070981529474
2022-09-08 04:00:00,ZEC/USD,62.35,1118.053928,69710.66241,-0.05558921538927586
2022-09-08 00:00:00,ZEC/USD,60.95,865.490466,52751.6439,-0.02245388933440251
2022-09-07 04:00:00,ZEC/USD,59.19,1113.96701,65935.70732,-0.028876127973749055
2022-09-07 00:00:00,ZEC/USD,59.34,1232.539876,73138.91624,0.0025342118601114905
2022-09-06 04:00:00,ZEC/USD,57.93,2099.516156,121624.9709,-0.023761375126390316
2022-09-06 00:00:00,ZEC/USD,57.94,3641.433309,210984.6459,0.00017262213015700745
2022-09-05 04:00:00,ZEC/USD,64.27,2103.963554,135221.7376,0.10925094925785284
2022-09-05 00:00:00,ZEC/USD,63.4,959.555334,60835.80818,-0.013536642290337575
2022-09-04 04:00:00,ZEC/USD,63.66,2890.113118,183984.6011,0.004100946372239678
2022-09-04 00:00:00,ZEC/USD,63.79,2451.524412,156382.7422,0.002042098649073232
2022-09-03 04:00:00,ZEC/USD,62.1,450.795374,27994.39273,-0.02649318074933371
2022-09-03 00:00:00,ZEC/USD,62.52,493.931546,30880.60026,0.006763285024154575
2022-09-02 04:00:00,ZEC/USD,60.5,418.124937,25296.55869,-0.032309660908509286
2022-09-02 00:00:00,ZEC/USD,60.02,343.230907,20600.71904,-0.007933884297520621
2022-09-01 04:00:00,ZEC/USD,59.14,2503.766752,148072.7657,-0.014661779406864417
2022-09-01 00:00:00,ZEC/USD,59.16,2728.526509,161419.6283,0.000338180588434156
2022-08-31 04:00:00,ZEC/USD,58.86,1371.86013,80747.68725,-0.005070993914807254
2022-08-31 00:00:00,ZEC/USD,59.49,2692.340716,160167.3492,0.01070336391437321
2022-08-30 04:00:00,ZEC/USD,61.63,1945.912749,119926.6027,0.03597243234156999
2022-08-30 00:00:00,ZEC/USD,59.84,1722.476923,103073.0191,-0.029044296608794373
2022-08-29 04:00:00,ZEC/USD,63.65,1319.76027,84002.74119,0.06366978609625651
2022-08-29 00:00:00,ZEC/USD,63.76,2210.599568,140947.8285,0.0017282010997643482
2022-08-28 04:00:00,ZEC/USD,61.73,3118.824028,192525.0072,-0.031838143036386435
2022-08-28 00:00:00,ZEC/USD,61.21,2233.924088,136738.4934,-0.008423780981694384
2022-08-27 04:00:00,ZEC/USD,61.23,322.582944,19751.75366,0.0003267439960790153
2022-08-27 00:00:00,ZEC/USD,61.45,307.394688,18889.40358,0.003593009962436833
2022-08-26 04:00:00,ZEC/USD,61.05,1017.054567,62091.18132,-0.006509357200976451
2022-08-26 00:00:00,ZEC/USD,61.06,1022.066787,62407.39801,0.00016380016380024287
2022-08-25 04:00:00,ZEC/USD,67.25,833.227709,56034.56343,0.10137569603668517
2022-08-25 00:00:00,ZEC/USD,67.65,1923.810058,130145.7504,0.005947955390334547
2022-08-24 04:00:00,ZEC/USD,67.81,1122.049738,76086.19273,0.002365114560236359
2022-08-24 00:00:00,ZEC/USD,67.8,2382.820532,161555.2321,-0.00014747087450239782
2022-08-23 04:00:00,ZEC/USD,64.96,1894.566547,123071.0429,-0.04188790560471978
2022-08-23 00:00:00,ZEC/USD,66.43,1653.825386,109863.6204,0.022629310344827847
2022-08-22 04:00:00,ZEC/USD,65.03,1755.161464,114138.15,-0.021074815595363616
2022-08-22 00:00:00,ZEC/USD,65.03,1431.831059,93111.97377,0.0
2022-08-21 04:00:00,ZEC/USD,63.73,283.414276,18061.99181,-0.019990773489158897
2022-08-21 00:00:00,ZEC/USD,64.88,493.601972,32024.89594,0.01804487682410172
