date,symbol,close,Volume LTC,Volume USD,daily_return
2022-11-02 00:00:00,LTC/USD,60.97,27931.76251,1702999.56,-0.036199810306670854
2022-11-01 04:00:00,LTC/USD,55.39,15171.99537,840376.8235,-0.0915204198786288
2022-11-01 00:00:00,LTC/USD,55.14,15123.78028,833925.2446,-0.004513450081242154
2022-10-31 04:00:00,LTC/USD,54.97,18943.69214,1041334.757,-0.003083061298512879
2022-10-31 00:00:00,LTC/USD,55.05,18918.843,1041482.307,0.0014553392759686368
2022-10-30 04:00:00,LTC/USD,55.39,7970.06417,441461.8544,0.006176203451407902
2022-10-30 00:00:00,LTC/USD,55.36,8859.76025,490476.3274,-0.0005416140097490585
2022-10-29 04:00:00,LTC/USD,56.71,12296.95061,697360.0691,0.024385838150289052
2022-10-29 00:00:00,LTC/USD,56.63,10609.49338,600815.6101,-0.0014106859460412124
2022-10-28 04:00:00,LTC/USD,55.49,10263.76383,569536.2549,-0.02013067278827474
2022-10-28 00:00:00,LTC/USD,54.95,15400.91646,846280.3595,-0.00973148315011707
2022-10-27 04:00:00,LTC/USD,54.55,13040.63744,711366.7724,-0.007279344858962755
2022-10-27 00:00:00,LTC/USD,54.74,7951.23563,435250.6384,0.003483043079743453
2022-10-26 04:00:00,LTC/USD,56.29,746.16456,42001.60308,0.028315674095725107
2022-10-26 00:00:00,LTC/USD,56.41,11832.54714,667473.9842,0.002131817374311451
2022-10-25 04:00:00,LTC/USD,56.44,21373.09182,1206297.302,0.0005318205991846625
2022-10-25 00:00:00,LTC/USD,55.95,19356.07666,1082972.489,-0.00868178596739888
2022-10-24 04:00:00,LTC/USD,52.85,12669.01582,669557.4861,-0.05540661304736372
2022-10-24 00:00:00,LTC/USD,52.57,14033.56246,737744.3785,-0.005298013245033095
2022-10-23 04:00:00,LTC/USD,53.39,6151.26485,328416.0303,0.015598249952444299
2022-10-23 00:00:00,LTC/USD,53.91,5039.46949,271677.8002,0.009739651620153555
2022-10-22 04:00:00,LTC/USD,52.22,7652.07684,399591.4526,-0.03134854386941199
2022-10-22 00:00:00,LTC/USD,52.17,6835.63794,356615.2313,-0.0009574875526617843
2022-10-21 04:00:00,LTC/USD,51.54,9839.33231,507119.1873,-0.012075905692927047
2022-10-21 00:00:00,LTC/USD,51.63,11637.71609,600855.2817,0.0017462165308499422
2022-10-20 04:00:00,LTC/USD,50.93,11149.5546,567846.8158,-0.013558008909548724
2022-10-20 00:00:00,LTC/USD,51.2,10519.49383,538598.0841,0.00530139407029262
2022-10-19 04:00:00,LTC/USD,50.95,3296.08952,167935.761,-0.0048828125
2022-10-19 00:00:00,LTC/USD,50.96,8794.92586,448189.4218,0.00019627085377815767
2022-10-18 04:00:00,LTC/USD,51.71,11643.29112,602074.5838,0.014717425431711062
2022-10-18 00:00:00,LTC/USD,51.85,12657.46667,656289.6468,0.0027074066911623174
2022-10-17 04:00:00,LTC/USD,51.9,12056.79039,625747.4212,0.0009643201542912649
2022-10-17 00:00:00,LTC/USD,51.8,9381.20878,485946.6148,-0.0019267822736031004
2022-10-16 04:00:00,LTC/USD,51.29,4438.82836,227667.5066,-0.009845559845559793
2022-10-16 00:00:00,LTC/USD,51.47,4756.94538,244839.9787,0.0035094560343147396
2022-10-15 04:00:00,LTC/USD,50.57,6436.72382,325505.1236,-0.017485914124732882
2022-10-15 00:00:00,LTC/USD,50.39,6195.39492,312185.95,-0.0035594225825588133
2022-10-14 04:00:00,LTC/USD,51.35,5607.51395,287945.8413,0.01905139908712039
2022-10-14 00:00:00,LTC/USD,51.3,6086.7848,312252.0602,-0.0009737098344694273
2022-10-13 04:00:00,LTC/USD,52.43,27575.55906,1445786.562,0.022027290448343173
2022-10-13 00:00:00,LTC/USD,51.16,29198.45835,1493793.129,-0.024222773221438176
2022-10-12 04:00:00,LTC/USD,51.89,5650.33815,293196.0466,0.014268960125097818
2022-10-12 00:00:00,LTC/USD,52.22,9878.96442,515879.522,0.006359606860666833
2022-10-11 04:00:00,LTC/USD,52.18,8436.20877,440201.3736,-0.0007659900421294052
2022-10-11 00:00:00,LTC/USD,52.04,9012.3391,469002.1268,-0.00268302031429668
2022-10-10 04:00:00,LTC/USD,51.65,6918.14198,357322.0333,-0.0074942352036895254
2022-10-10 00:00:00,LTC/USD,52.6,6439.29315,338706.8197,0.018393030009680622
2022-10-09 04:00:00,LTC/USD,53.98,7835.8411,422978.7026,0.026235741444866845
2022-10-09 00:00:00,LTC/USD,54.0,8868.94383,478922.9668,0.0003705075954056891
2022-10-08 04:00:00,LTC/USD,52.85,5003.05565,264411.4911,-0.021296296296296258
2022-10-08 00:00:00,LTC/USD,52.85,3818.72392,201819.5592,0.0
2022-10-07 04:00:00,LTC/USD,53.2,6661.17795,354374.6669,0.0066225165562914245
2022-10-07 00:00:00,LTC/USD,52.87,6481.63211,342683.8897,-0.006203007518797099
2022-10-06 04:00:00,LTC/USD,53.51,3181.4894,170241.4978,0.012105163608851832
2022-10-06 00:00:00,LTC/USD,53.48,7634.00808,408266.7521,-0.0005606428704915123
2022-10-05 04:00:00,LTC/USD,54.72,5475.36532,299611.9903,0.023186237845923774
2022-10-05 00:00:00,LTC/USD,54.58,6636.8948,362241.7182,-0.0025584795321637044
2022-10-04 04:00:00,LTC/USD,54.94,10958.09656,602037.825,0.006595822645657723
2022-10-04 00:00:00,LTC/USD,55.3,9446.68691,522401.7861,0.00655260283946113
2022-10-03 04:00:00,LTC/USD,54.34,10356.70667,562783.4404,-0.017359855334538765
2022-10-03 00:00:00,LTC/USD,54.12,10375.64255,561529.7748,-0.004048582995951566
2022-10-02 04:00:00,LTC/USD,52.43,5248.69251,275188.9483,-0.0312269031781226
2022-10-02 00:00:00,LTC/USD,51.75,4932.60402,255262.258,-0.012969673850848795
2022-10-01 04:00:00,LTC/USD,52.97,8751.17893,463549.9479,0.023574879227053147
2022-10-01 00:00:00,LTC/USD,52.91,15357.94263,812588.7446,-0.0011327166320559412
2022-09-30 04:00:00,LTC/USD,53.47,19402.01394,1037425.685,0.010584010584010706
2022-09-30 00:00:00,LTC/USD,53.47,17516.16914,936589.5639,0.0
2022-09-29 04:00:00,LTC/USD,53.63,14314.06279,767663.1874,0.002992332148868515
2022-09-29 00:00:00,LTC/USD,53.97,9764.93255,527013.4097,0.00633973522282294
2022-09-28 04:00:00,LTC/USD,53.51,3739.09254,200078.8418,-0.0085232536594404
2022-09-28 00:00:00,LTC/USD,53.29,11918.63016,635143.8012,-0.004111381050270979
2022-09-27 04:00:00,LTC/USD,51.9,12658.3107,656966.3253,-0.026083693000563013
2022-09-27 00:00:00,LTC/USD,52.8,17110.8329,903451.9771,0.01734104046242768
2022-09-26 04:00:00,LTC/USD,54.93,16481.01891,905302.3687,0.04034090909090904
2022-09-26 00:00:00,LTC/USD,53.42,11872.10522,634207.8609,-0.02748953213180405
2022-09-25 04:00:00,LTC/USD,52.88,6504.31901,343948.3892,-0.010108573567952028
2022-09-25 00:00:00,LTC/USD,52.54,6188.28496,325132.4918,-0.006429652042360123
2022-09-24 04:00:00,LTC/USD,54.2,8935.39598,484298.4621,0.0315949752569471
2022-09-24 00:00:00,LTC/USD,53.37,9688.61344,517081.2993,-0.015313653136531435
2022-09-23 04:00:00,LTC/USD,54.78,11048.38718,605230.6497,0.026419336706014596
2022-09-23 00:00:00,LTC/USD,55.27,9483.45533,524150.5761,0.008944870390653614
2022-09-22 04:00:00,LTC/USD,54.08,6558.35603,354675.8941,-0.0215306676316267
2022-09-22 00:00:00,LTC/USD,53.55,7320.41068,392007.9919,-0.00980029585798814
2022-09-21 04:00:00,LTC/USD,51.66,7273.61562,375754.9829,-0.03529411764705881
2022-09-21 00:00:00,LTC/USD,51.19,12739.42195,652131.0096,-0.009097948122338329
2022-09-20 04:00:00,LTC/USD,52.41,13599.05552,712726.4998,0.023832779839812357
2022-09-20 00:00:00,LTC/USD,52.35,14829.29756,776313.7273,-0.0011448196908986352
2022-09-19 04:00:00,LTC/USD,52.12,13360.58351,696353.6125,-0.004393505253104224
2022-09-19 00:00:00,LTC/USD,52.89,17003.35859,899307.6358,0.014773599386032288
2022-09-18 04:00:00,LTC/USD,51.18,24402.47524,1248918.683,-0.032331253545093586
2022-09-18 00:00:00,LTC/USD,52.61,18445.03098,970393.0799,0.02794060179757718
2022-09-17 04:00:00,LTC/USD,57.24,5288.28771,302701.5885,0.08800608249382247
2022-09-17 00:00:00,LTC/USD,57.85,5542.70961,320645.7509,0.01065688329839265
2022-09-16 04:00:00,LTC/USD,56.36,20483.38612,1154443.642,-0.02575626620570448
2022-09-16 00:00:00,LTC/USD,55.89,24074.60385,1345529.609,-0.008339247693399554
2022-09-15 04:00:00,LTC/USD,55.79,13240.73812,738700.7797,-0.001789228842368984
2022-09-15 00:00:00,LTC/USD,56.32,11019.66119,620627.3182,0.00949991037820408
2022-09-14 04:00:00,LTC/USD,59.03,6812.42427,402137.4047,0.04811789772727271
2022-09-14 00:00:00,LTC/USD,60.22,9826.82706,591771.5256,0.020159241063865796
2022-09-13 04:00:00,LTC/USD,59.94,19161.64202,1148548.823,-0.004649618067087413
2022-09-13 00:00:00,LTC/USD,58.97,20926.86931,1234057.483,-0.016182849516182873
2022-09-12 04:00:00,LTC/USD,61.99,16113.65247,998885.3166,0.05121248092250297
2022-09-12 00:00:00,LTC/USD,61.33,14492.14011,888802.9529,-0.010646878528794979
2022-09-11 04:00:00,LTC/USD,60.62,14675.02332,889599.9137,-0.011576716125876407
2022-09-11 00:00:00,LTC/USD,62.21,14257.93269,886985.9926,0.026228967337512454
2022-09-10 04:00:00,LTC/USD,63.77,7954.84712,507280.6008,0.025076354283877222
2022-09-10 00:00:00,LTC/USD,63.37,8160.66569,517141.3848,-0.006272541947624388
2022-09-09 04:00:00,LTC/USD,61.53,32449.52663,1996619.374,-0.02903582136657723
2022-09-09 00:00:00,LTC/USD,61.32,35409.44005,2171306.864,-0.0034129692832765013
2022-09-08 04:00:00,LTC/USD,59.46,14551.50642,865232.5717,-0.03033268101761255
2022-09-08 00:00:00,LTC/USD,57.92,11912.7731,689987.818,-0.025899764547595017
2022-09-07 04:00:00,LTC/USD,56.92,3736.74624,212695.596,-0.017265193370165743
2022-09-07 00:00:00,LTC/USD,57.3,10840.91311,621184.3212,0.006676036542515806
2022-09-06 04:00:00,LTC/USD,53.51,17284.86175,924912.9522,-0.06614310645724253
2022-09-06 00:00:00,LTC/USD,54.08,15932.8065,861646.1755,0.0106522145393384
2022-09-05 04:00:00,LTC/USD,60.13,10673.53083,641799.4088,0.11187130177514804
2022-09-05 00:00:00,LTC/USD,60.38,10107.50144,610290.9369,0.004157658406785281
2022-09-04 04:00:00,LTC/USD,60.72,8145.13994,494572.8972,0.005631003643590482
2022-09-04 00:00:00,LTC/USD,60.92,7198.87154,438555.2542,0.0032938076416337836
2022-09-03 04:00:00,LTC/USD,59.69,9212.87959,549916.7827,-0.02019041365725549
2022-09-03 00:00:00,LTC/USD,60.16,10762.75086,647487.0917,0.007874015748031482
2022-09-02 04:00:00,LTC/USD,61.33,14592.83251,894978.4178,0.019448138297872397
2022-09-02 00:00:00,LTC/USD,61.12,14006.82252,856096.9924,-0.0034240991358226447
2022-09-01 04:00:00,LTC/USD,57.79,10712.62111,619082.3739,-0.05448298429319365
2022-09-01 00:00:00,LTC/USD,57.51,9739.91539,560142.5341,-0.004845128915037189
2022-08-31 04:00:00,LTC/USD,54.27,6061.11656,328936.7957,-0.05633802816901401
2022-08-31 00:00:00,LTC/USD,53.75,10467.04033,562603.4177,-0.009581721024507162
2022-08-30 04:00:00,LTC/USD,54.68,8839.40442,483338.6337,0.017302325581395328
2022-08-30 00:00:00,LTC/USD,52.82,7534.99665,397998.5231,-0.034016093635698574
2022-08-29 04:00:00,LTC/USD,55.67,10618.99663,591159.5424,0.05395683453237421
2022-08-29 00:00:00,LTC/USD,55.82,12328.26584,688163.7992,0.0026944494341656355
2022-08-28 04:00:00,LTC/USD,54.87,9929.64638,544839.6969,-0.017018989609459023
2022-08-28 00:00:00,LTC/USD,53.31,8778.61024,467987.7119,-0.028430836522689962
2022-08-27 04:00:00,LTC/USD,52.85,5641.93114,298176.0607,-0.008628775089101537
2022-08-27 00:00:00,LTC/USD,53.06,5514.61068,292605.2427,0.003973509933774766
2022-08-26 04:00:00,LTC/USD,52.76,14076.8046,742692.2107,-0.00565397663023004
2022-08-26 00:00:00,LTC/USD,52.75,14481.54458,763901.4766,-0.00018953752843053895
2022-08-25 04:00:00,LTC/USD,56.28,11047.97958,621780.2908,0.06691943127962086
2022-08-25 00:00:00,LTC/USD,56.63,10818.51436,612652.4682,0.006218905472636926
2022-08-24 04:00:00,LTC/USD,56.15,4359.71359,244797.9181,-0.00847607275295792
2022-08-24 00:00:00,LTC/USD,56.49,11662.63528,658822.267,0.006055209260908301
2022-08-23 04:00:00,LTC/USD,55.96,13100.92808,733127.9354,-0.009382191538325424
2022-08-23 00:00:00,LTC/USD,57.13,11586.08323,661912.9349,0.020907791279485277
2022-08-22 04:00:00,LTC/USD,56.11,12627.31613,708518.7081,-0.017854017153859703
2022-08-22 00:00:00,LTC/USD,57.33,11807.70302,676935.6141,0.02174300481197644
2022-08-21 04:00:00,LTC/USD,54.7,5967.12849,326401.9284,-0.045874760160474315
2022-08-21 00:00:00,LTC/USD,53.64,6365.64881,341453.4022,-0.019378427787934194
2022-08-20 04:00:00,LTC/USD,54.02,5682.86324,306988.2722,0.0070842654735272514
2022-08-20 00:00:00,LTC/USD,54.12,7681.88015,415743.3537,0.001851166234727808
2022-08-19 04:00:00,LTC/USD,54.92,14054.64307,771880.9974,0.014781966001478297
2022-08-19 00:00:00,LTC/USD,54.11,12682.18538,686233.0509,-0.01474872541879102
