date,symbol,close,Volume LTC,Volume USD,daily_return
2023-02-01 00:00:00,LTC/USD,100.28,10699.44844,1072940.69,
2023-01-31 00:00:00,LTC/USD,94.1,4886.78022,459846.0187,-0.06162744315915447
2023-01-30 00:00:00,LTC/USD,91.31,6465.57483,590371.6377,-0.02964930924548348
2023-01-29 00:00:00,LTC/USD,94.94,9404.28963,892843.2575,0.03975468185302811
2023-01-28 00:00:00,LTC/USD,89.66,3787.7691,339611.3775,-0.055614072045502394
2023-01-27 00:00:00,LTC/USD,88.92,2651.35542,235758.5239,-0.008253401739906296
2023-01-26 00:00:00,LTC/USD,87.56,2982.82828,261176.4442,-0.015294646873594275
2023-01-25 00:00:00,LTC/USD,89.38,7797.75767,696963.5805,0.020785746916400116
2023-01-24 00:00:00,LTC/USD,87.17,4102.9878,357657.4465,-0.0247258894607294
2023-01-23 00:00:00,LTC/USD,90.01,4426.5924,398437.5819,0.03258001606057137
2023-01-22 00:00:00,LTC/USD,87.67,2743.14395,240491.4301,-0.02599711143206318
2023-01-21 00:00:00,LTC/USD,88.0,7053.69876,620725.4909,0.0037641154328733606
2023-01-20 00:00:00,LTC/USD,90.38,6296.60745,569087.3813,0.027045454545454595
2023-01-19 00:00:00,LTC/USD,84.23,2552.15136,214967.7091,-0.06804602788227476
2023-01-18 00:00:00,LTC/USD,82.65,10034.56174,829356.5278,-0.01875816217499704
2023-01-17 00:00:00,LTC/USD,87.03,3319.59064,288903.9734,0.05299455535390196
2023-01-16 00:00:00,LTC/USD,85.97,4729.94448,406633.3269,-0.012179708146616175
2023-01-15 00:00:00,LTC/USD,87.35,2893.13298,252715.1658,0.016052111201581898
2023-01-14 00:00:00,LTC/USD,87.87,9037.55532,794129.986,0.005953062392673347
2023-01-13 00:00:00,LTC/USD,86.33,4314.09723,372436.0139,-0.017525890520086573
2023-01-12 00:00:00,LTC/USD,85.98,10658.12069,916385.2169,-0.004054210587281282
2023-01-11 00:00:00,LTC/USD,84.17,5104.51353,429646.9038,-0.021051407304024217
2023-01-10 00:00:00,LTC/USD,80.92,3209.83414,259739.7786,-0.03861233218486393
2023-01-09 00:00:00,LTC/USD,81.64,6894.85916,562896.3018,0.008897676717745995
2023-01-08 00:00:00,LTC/USD,78.3,5643.47072,441883.7574,-0.0409113179813817
2023-01-07 00:00:00,LTC/USD,76.26,2021.13552,154131.7948,-0.02605363984674325
2023-01-06 00:00:00,LTC/USD,75.92,5757.47119,437107.2127,-0.004458431681091057
2023-01-05 00:00:00,LTC/USD,74.11,3670.19302,271998.0047,-0.02384088514225502
2023-01-04 04:00:00,LTC/USD,75.74,4065.03362,307885.6464,0.02199433274861695
2023-01-04 00:00:00,LTC/USD,75.49,4874.11922,367947.2599,-0.003300765777660364
2023-01-03 04:00:00,LTC/USD,77.47,5695.98972,441268.3236,0.026228639554908062
2023-01-03 00:00:00,LTC/USD,75.57,5169.95138,390693.2258,-0.024525622821737536
2023-01-02 04:00:00,LTC/USD,75.62,8007.68846,605541.4013,0.000661638216223448
2023-01-02 00:00:00,LTC/USD,74.77,8042.27564,601320.9496,-0.011240412589262228
2023-01-01 04:00:00,LTC/USD,70.86,2044.36856,144863.9562,-0.052293700682091715
2023-01-01 00:00:00,LTC/USD,70.56,2007.8415,141673.2962,-0.0042337002540219215
2022-12-31 04:00:00,LTC/USD,69.43,6551.40141,454863.7999,-0.016014739229024855
2022-12-31 00:00:00,LTC/USD,69.91,6395.52058,447110.8437,0.0069134379951028
2022-12-30 04:00:00,LTC/USD,67.96,2935.48673,199495.6782,-0.027893005292519035
2022-12-30 00:00:00,LTC/USD,67.91,2971.14633,201770.5473,-0.0007357268981753595
2022-12-29 04:00:00,LTC/USD,67.1,6479.41587,434768.8049,-0.011927551170667128
2022-12-29 00:00:00,LTC/USD,66.7,6478.59274,432122.1358,-0.005961251862891093
2022-12-28 04:00:00,LTC/USD,66.34,4580.62999,303878.9935,-0.005397301349325367
2022-12-28 00:00:00,LTC/USD,66.29,4715.47461,312588.8119,-0.0007536930961712374
2022-12-27 04:00:00,LTC/USD,68.48,5714.24932,391311.7934,0.03303665711268655
2022-12-27 00:00:00,LTC/USD,68.65,5745.30526,394415.2061,0.0024824766355140415
2022-12-26 04:00:00,LTC/USD,70.38,5232.18601,368241.2514,0.025200291332847735
2022-12-26 00:00:00,LTC/USD,70.78,4914.1332,347822.3479,0.005683432793407217
2022-12-25 04:00:00,LTC/USD,69.06,2634.508,181939.1225,-0.024300649901102034
2022-12-25 00:00:00,LTC/USD,69.24,2568.90293,177870.8389,0.0026064291920069316
2022-12-24 04:00:00,LTC/USD,65.82,1726.30174,113625.1805,-0.0493934142114385
2022-12-24 00:00:00,LTC/USD,65.73,1809.99124,118970.7242,-0.0013673655423881437
2022-12-23 04:00:00,LTC/USD,65.58,2529.44428,165880.9559,-0.0022820629849384932
2022-12-23 00:00:00,LTC/USD,65.71,2708.70906,177989.2723,0.001982311680390314
2022-12-22 04:00:00,LTC/USD,66.24,1629.11085,107912.3027,0.00806574341804911
2022-12-22 00:00:00,LTC/USD,66.16,3370.04832,222962.3969,-0.0012077294685990392
2022-12-21 04:00:00,LTC/USD,65.5,4111.41913,269297.953,-0.009975816203143806
2022-12-21 00:00:00,LTC/USD,65.4,4163.02193,272261.6342,-0.0015267175572518665
2022-12-20 04:00:00,LTC/USD,65.44,4882.72442,319525.486,0.0006116207951070152
2022-12-20 00:00:00,LTC/USD,65.73,5475.95068,359934.2382,0.004431540342298312
2022-12-19 04:00:00,LTC/USD,64.84,5195.9563,336905.8065,-0.01354024037730106
2022-12-19 00:00:00,LTC/USD,63.3,5535.02883,350367.3249,-0.023750771128932868
2022-12-18 04:00:00,LTC/USD,62.59,4318.79544,270313.4066,-0.011216429699841934
2022-12-18 00:00:00,LTC/USD,64.38,3244.22956,208863.4991,0.028598817702508272
2022-12-17 04:00:00,LTC/USD,64.86,6960.41699,451452.646,0.007455731593662751
2022-12-17 00:00:00,LTC/USD,65.07,7777.14066,506058.5427,0.003237742830712209
2022-12-16 04:00:00,LTC/USD,66.38,7417.31208,492361.1759,0.020132165360381205
2022-12-16 00:00:00,LTC/USD,66.33,7336.93515,486658.9085,-0.0007532389273877671
2022-12-15 04:00:00,LTC/USD,73.2,2290.28431,167648.8115,0.10357304387155142
2022-12-15 00:00:00,LTC/USD,72.46,7958.92022,576703.3591,-0.010109289617486472
2022-12-14 04:00:00,LTC/USD,74.9,7635.82807,571923.5224,0.03367375103505399
2022-12-14 00:00:00,LTC/USD,75.39,5539.5983,417630.3158,0.0065420560747662115
2022-12-13 04:00:00,LTC/USD,78.46,7300.00287,572758.2252,0.04072158111155311
2022-12-13 00:00:00,LTC/USD,77.36,7907.43858,611719.4485,-0.014019882742798861
2022-12-12 04:00:00,LTC/USD,76.87,6249.53645,480401.8669,-0.0063340227507755476
2022-12-12 00:00:00,LTC/USD,76.27,6474.65457,493821.9041,-0.0078053857161441975
2022-12-11 04:00:00,LTC/USD,74.3,3545.06222,263398.1229,-0.025829290677855
2022-12-11 00:00:00,LTC/USD,76.48,2808.34975,214782.5889,0.02934051144010774
2022-12-10 04:00:00,LTC/USD,77.34,2008.98403,155374.8249,0.01124476987447709
2022-12-10 00:00:00,LTC/USD,76.43,1714.99547,131077.1038,-0.01176622704939223
2022-12-09 04:00:00,LTC/USD,76.45,3094.24766,236555.2336,0.0002616773518251403
2022-12-09 00:00:00,LTC/USD,76.29,3516.67635,268287.2387,-0.002092871157619358
2022-12-08 04:00:00,LTC/USD,78.02,4744.37632,370156.2405,0.02267662865382092
2022-12-08 00:00:00,LTC/USD,78.38,4772.30861,374053.5489,0.004614201486798253
2022-12-07 04:00:00,LTC/USD,76.56,1849.7487,141616.7605,-0.02322020923705015
2022-12-07 00:00:00,LTC/USD,76.91,6970.59151,536108.193,0.004571577847439778
2022-12-06 04:00:00,LTC/USD,79.25,6597.95236,522887.7245,0.030425172279287427
2022-12-06 00:00:00,LTC/USD,79.92,5829.01413,465854.8093,0.008454258675078874
2022-12-05 04:00:00,LTC/USD,81.6,20066.40937,1637419.005,0.02102102102102088
2022-12-05 00:00:00,LTC/USD,80.26,21312.52568,1710543.311,-0.01642156862745081
2022-12-04 04:00:00,LTC/USD,77.9,4272.76457,332848.36,-0.029404435584350797
2022-12-04 00:00:00,LTC/USD,77.2,2419.41441,186778.7925,-0.00898587933247752
2022-12-03 04:00:00,LTC/USD,76.56,3286.43293,251609.3051,-0.00829015544041456
2022-12-03 00:00:00,LTC/USD,76.49,3177.41616,243040.5621,-0.0009143155694880667
2022-12-02 04:00:00,LTC/USD,77.16,3576.81568,275987.0979,0.008759314943129759
2022-12-02 00:00:00,LTC/USD,77.95,4097.79596,319423.1951,0.010238465526179352
2022-12-01 04:00:00,LTC/USD,75.92,1197.31223,90899.9445,-0.026042334830019276
2022-12-01 00:00:00,LTC/USD,77.55,10525.27933,816235.412,0.021469968387776595
2022-11-30 04:00:00,LTC/USD,77.32,4946.93273,382496.8387,-0.0029658284977434057
2022-11-30 00:00:00,LTC/USD,79.19,5315.47816,420932.7155,0.024185204345576805
2022-11-29 04:00:00,LTC/USD,78.34,9431.48938,738862.878,-0.010733678494759369
2022-11-29 00:00:00,LTC/USD,75.72,10649.27569,806363.1552,-0.03344396221598167
2022-11-28 04:00:00,LTC/USD,75.66,13053.6476,987638.9774,-0.0007923930269413404
2022-11-28 00:00:00,LTC/USD,73.95,12051.33104,891195.9304,-0.02260111022997613
2022-11-27 04:00:00,LTC/USD,72.4,6573.95255,475954.1646,-0.02096010818120353
2022-11-27 00:00:00,LTC/USD,75.04,5273.01247,395686.8557,0.03646408839779003
2022-11-26 04:00:00,LTC/USD,77.5,11702.91924,906976.2411,0.032782515991471195
2022-11-26 00:00:00,LTC/USD,76.3,13881.39613,1059150.525,-0.015483870967741953
2022-11-25 04:00:00,LTC/USD,74.8,13433.60914,1004833.964,-0.019659239842726106
2022-11-25 00:00:00,LTC/USD,73.96,13818.80823,1022039.057,-0.011229946524064172
2022-11-24 04:00:00,LTC/USD,77.63,13632.51312,1058291.994,0.0496214169821525
2022-11-24 00:00:00,LTC/USD,78.62,11190.45292,879793.4086,0.012752801751900078
2022-11-23 04:00:00,LTC/USD,76.36,18154.54911,1386281.37,-0.028745866191808744
2022-11-23 00:00:00,LTC/USD,78.84,24746.8679,1951043.065,0.03247773703509704
2022-11-22 04:00:00,LTC/USD,81.61,20067.96369,1637746.517,0.035134449518011035
2022-11-22 00:00:00,LTC/USD,70.47,13907.2226,980041.9766,-0.13650287954907492
2022-11-21 04:00:00,LTC/USD,62.33,5825.63877,363112.0645,-0.11551014616148714
2022-11-21 00:00:00,LTC/USD,61.03,6102.74275,372450.39,-0.020856730306433424
2022-11-20 04:00:00,LTC/USD,60.23,3759.10508,226410.899,-0.013108307389808393
2022-11-20 00:00:00,LTC/USD,61.95,2975.40924,184326.6024,0.028557197409928792
2022-11-19 04:00:00,LTC/USD,63.57,3886.05119,247036.2741,0.026150121065375176
2022-11-19 00:00:00,LTC/USD,63.7,3618.75282,230514.5546,0.002044989775051187
2022-11-18 04:00:00,LTC/USD,62.07,5455.62337,338630.5426,-0.025588697017268514
2022-11-18 00:00:00,LTC/USD,62.59,6575.90034,411585.6023,0.00837763815047543
2022-11-17 04:00:00,LTC/USD,62.48,10722.43827,669937.9431,-0.0017574692442883233
2022-11-17 00:00:00,LTC/USD,63.15,11873.52336,749813.0002,0.010723431498079306
2022-11-16 04:00:00,LTC/USD,57.64,5975.3591,344419.6985,-0.08725257323832147
2022-11-16 00:00:00,LTC/USD,57.44,8769.13372,503699.0409,-0.00346981263011803
2022-11-15 04:00:00,LTC/USD,59.06,4678.98874,276341.075,0.02820334261838453
2022-11-15 00:00:00,LTC/USD,57.92,4509.99465,261218.8901,-0.019302404334574974
2022-11-14 04:00:00,LTC/USD,57.99,9711.78292,563186.2915,0.0012085635359115887
2022-11-14 00:00:00,LTC/USD,56.32,9991.50639,562721.6399,-0.028798068632522877
2022-11-13 04:00:00,LTC/USD,56.05,3157.08253,176954.4758,-0.004794034090909172
2022-11-13 00:00:00,LTC/USD,57.15,3573.25008,204211.2421,0.019625334522747506
2022-11-12 04:00:00,LTC/USD,59.76,7963.80603,475917.0484,0.045669291338582774
2022-11-12 00:00:00,LTC/USD,59.78,8019.4159,479400.6825,0.00033467202141901353
2022-11-11 04:00:00,LTC/USD,60.01,11679.77338,700903.2005,0.0038474406155903917
2022-11-11 00:00:00,LTC/USD,61.28,13361.9971,818823.1823,0.021163139476753967
2022-11-10 04:00:00,LTC/USD,60.07,11673.10324,701203.3116,-0.0197454308093995
2022-11-10 00:00:00,LTC/USD,60.35,12490.68206,753812.6623,0.004661228566672282
2022-11-09 04:00:00,LTC/USD,52.87,14110.24108,746008.4459,-0.12394366197183104
2022-11-09 00:00:00,LTC/USD,50.31,23525.50923,1183568.369,-0.04842065443540755
2022-11-08 04:00:00,LTC/USD,59.26,29673.63301,1758459.492,0.17789703836215454
2022-11-08 00:00:00,LTC/USD,57.61,29493.31667,1699109.973,-0.027843401957475478
2022-11-07 04:00:00,LTC/USD,64.38,18102.33387,1165428.255,0.11751432043048071
2022-11-07 00:00:00,LTC/USD,67.68,21041.00405,1424055.154,0.0512581547064308
2022-11-06 04:00:00,LTC/USD,71.56,12603.31984,901893.5678,0.057328605200945626
2022-11-06 00:00:00,LTC/USD,68.27,9761.21702,666398.286,-0.04597540525433208
2022-11-05 04:00:00,LTC/USD,69.07,15435.6025,1066137.065,0.011718177823348386
2022-11-05 00:00:00,LTC/USD,69.28,15054.28264,1042960.701,0.003040393803388053
2022-11-04 04:00:00,LTC/USD,68.47,25998.88956,1780143.968,-0.011691685912240235
2022-11-04 00:00:00,LTC/USD,67.61,25035.95062,1692680.621,-0.012560245362932654
2022-11-03 04:00:00,LTC/USD,62.48,11633.41763,726855.9335,-0.0758763496524183
2022-11-03 00:00:00,LTC/USD,61.89,17445.88539,1079725.847,-0.00944302176696532
2022-11-02 04:00:00,LTC/USD,63.26,9495.90996,600711.2641,0.02213604782678935
