https://www.CryptoDataDownload.com,,,,,,,,
unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1.58761E+12,4/23/20 4:00,LTC/USD,41.5,43.75,41.5,43.54,721.7300182,31424.12499
1.58753E+12,4/22/20 4:00,LTC/USD,40.72,42.36,40.63,41.5,15274.08682,633874.6032
1.58744E+12,4/21/20 4:00,LTC/USD,40.38,41.36,40.14,40.72,7014.234116,285619.6132
1.58736E+12,4/20/20 4:00,LTC/USD,42.99,43.34,39.58,40.38,21088.10783,851537.7942
1.58727E+12,4/19/20 4:00,LTC/USD,44.09,44.11,41.71,42.99,9854.794078,423657.5974
1.58718E+12,4/18/20 4:00,LTC/USD,42.65,44.92,42.33,44.09,9284.834285,409368.3436
1.5871E+12,4/17/20 4:00,LTC/USD,42.39,43.09,41.68,42.65,5543.473149,236429.1298
1.58701E+12,4/16/20 4:00,LTC/USD,38.97,43.74,38.9,42.39,15679.5926,664657.9304
1.58692E+12,4/15/20 4:00,LTC/USD,41.58,41.7,38,38.97,13761.32982,536279.0233
1.58684E+12,4/14/20 4:00,LTC/USD,41.54,41.87,40.63,41.58,5429.471888,225757.4411
1.58675E+12,4/13/20 4:00,LTC/USD,40.09,41.65,39.84,41.54,12963.28783,538494.9766
1.58666E+12,4/12/20 4:00,LTC/USD,42.19,43.72,39.63,40.09,14531.07413,582550.7618
1.58658E+12,4/11/20 4:00,LTC/USD,42.79,43.11,41.55,42.19,11433.43821,482376.7579
1.58649E+12,4/10/20 4:00,LTC/USD,45.39,45.39,40.96,42.79,43788.14357,1873694.663
1.5864E+12,4/9/20 4:00,LTC/USD,45.9,46.49,45.28,45.39,2332.991426,105894.4808
1.58632E+12,4/8/20 4:00,LTC/USD,46.73,47.23,45.1,45.9,21870.41368,1003851.988
1.58623E+12,4/7/20 4:00,LTC/USD,45.71,47.73,43.63,46.73,41262.54038,1928198.512
1.58615E+12,4/6/20 4:00,LTC/USD,40.63,46.29,40.63,45.71,48391.04116,2211954.491
1.58606E+12,4/5/20 4:00,LTC/USD,40.68,40.88,39.93,40.63,14878.45519,604511.6345
1.58597E+12,4/4/20 4:00,LTC/USD,40.27,41.2,40,40.68,10865.51521,442009.1587
1.58589E+12,4/3/20 4:00,LTC/USD,40.37,41.33,39.72,40.27,36254.03125,1459949.838
1.5858E+12,4/2/20 4:00,LTC/USD,39.58,43,39.1,40.37,28045.08042,1132179.897
1.58571E+12,4/1/20 4:00,LTC/USD,38.81,39.89,37.21,39.58,20217.54818,800210.5571
1.58563E+12,3/31/20 4:00,LTC/USD,38.89,39.4,38.49,38.81,12973.06443,503484.6304
1.58554E+12,3/30/20 4:00,LTC/USD,37.62,39.72,37.62,38.89,19980.69251,777049.1316
1.58545E+12,3/29/20 4:00,LTC/USD,38.63,38.71,37.01,37.62,8347.112497,314018.3721
1.58537E+12,3/28/20 4:00,LTC/USD,37.19,39.52,36.9,38.63,18904.20305,730269.3638
1.58528E+12,3/27/20 4:00,LTC/USD,40.8,40.8,36.64,37.19,19635.48177,730243.5669
1.5852E+12,3/26/20 4:00,LTC/USD,39.71,41.35,39.71,40.8,2417.129544,98618.88538
1.58511E+12,3/25/20 4:00,LTC/USD,39.44,41.15,38.23,39.71,51932.55914,2062241.923
1.58502E+12,3/24/20 4:00,LTC/USD,38.95,41.07,38.44,39.44,54828.03978,2162417.889
1.58494E+12,3/23/20 4:00,LTC/USD,36.96,40.24,35.49,38.95,50044.02601,1949214.813
1.58485E+12,3/22/20 4:00,LTC/USD,39.37,39.76,34.57,36.96,56930.74479,2104160.327
1.58476E+12,3/21/20 4:00,LTC/USD,38.4,39.85,36.41,39.37,30654.84692,1206881.323
1.58468E+12,3/20/20 4:00,LTC/USD,38.61,43.81,34.33,38.4,124144.7031,4767156.6
1.58459E+12,3/19/20 4:00,LTC/USD,34.29,41.28,34.18,38.61,52034.08488,2009036.017
1.5845E+12,3/18/20 4:00,LTC/USD,34.75,35.5,32.4,34.29,47062.25096,1613764.585
1.58442E+12,3/17/20 4:00,LTC/USD,35.19,35.99,33.19,34.75,50090.72286,1740652.619
1.58433E+12,3/16/20 4:00,LTC/USD,35.69,35.86,29.37,35.19,60611.5205,2132919.406
1.58424E+12,3/15/20 4:00,LTC/USD,34.48,38.86,34.48,35.69,25442.14452,908030.1378
1.58416E+12,3/14/20 4:00,LTC/USD,37.38,37.38,33.8,34.48,37010.89318,1276135.597
1.58407E+12,3/13/20 4:00,LTC/USD,32.13,37.9,32.13,37.38,5866.659229,219295.722
1.58399E+12,3/12/20 4:00,LTC/USD,46.11,46.11,30.8,32.13,13092.2885,420655.2295
1.5839E+12,3/11/20 4:00,LTC/USD,50.28,50.44,45.5,46.11,39951.33062,1842155.855
1.58381E+12,3/10/20 4:00,LTC/USD,50.27,51.44,48.93,50.28,35574.36789,1788679.217
1.58373E+12,3/9/20 4:00,LTC/USD,50.93,51.02,46.62,50.27,75607.76143,3800802.167
1.58364E+12,3/8/20 4:00,LTC/USD,58.84,59.39,49.71,50.93,40967.1796,2086458.457
1.58355E+12,3/7/20 4:00,LTC/USD,63.1,63.99,58.47,58.84,6664.317486,392128.4409
1.58347E+12,3/6/20 4:00,LTC/USD,61.66,63.99,61.38,63.1,24437.07941,1541979.711
1.58338E+12,3/5/20 4:00,LTC/USD,60.8,62.09,60.8,61.66,6498.91907,400723.3499
1.58329E+12,3/4/20 4:00,LTC/USD,61.16,61.75,58.8,60.8,20493.52226,1246006.153
1.58321E+12,3/3/20 4:00,LTC/USD,61.45,62.31,59.45,61.16,19786.03633,1210113.982
1.58312E+12,3/2/20 4:00,LTC/USD,57.8,62.31,57.8,61.45,23724.58226,1457875.58
1.58304E+12,3/1/20 4:00,LTC/USD,59.65,60.08,56.26,57.8,15290.03153,883763.8227
1.58295E+12,2/29/20 4:00,LTC/USD,60.26,61.69,58.06,59.65,18452.25562,1100677.047
1.58286E+12,2/28/20 4:00,LTC/USD,62.21,62.37,56.62,60.26,14584.65451,878871.2807
1.58278E+12,2/27/20 4:00,LTC/USD,60.25,65.23,59.79,62.21,18856.80128,1173081.608
1.58269E+12,2/26/20 4:00,LTC/USD,68.52,69.82,57.04,60.25,44512.71418,2681891.029
1.5826E+12,2/25/20 4:00,LTC/USD,74.49,75.52,66.83,68.52,16529.83354,1132624.194
1.58252E+12,2/24/20 4:00,LTC/USD,76.61,77.49,71.8,74.49,16565.56719,1233969.1
1.58243E+12,2/23/20 4:00,LTC/USD,75.99,80.2,75.62,76.61,10199.26765,781365.8949
1.58234E+12,2/22/20 4:00,LTC/USD,74.57,76.65,73.07,75.99,7153.032927,543558.9721
1.58226E+12,2/21/20 4:00,LTC/USD,72.31,75.28,71.1,74.57,8358.931884,623325.5506
1.58217E+12,2/20/20 4:00,LTC/USD,70.95,72.94,70.95,72.31,404.56081,29253.79217
1.58208E+12,2/19/20 4:00,LTC/USD,77.74,79.75,67.35,70.95,27040.71263,1918538.561
1.582E+12,2/18/20 4:00,LTC/USD,74.45,79.17,70.27,77.74,23909.39106,1858716.061
1.58191E+12,2/17/20 4:00,LTC/USD,71.07,74.69,68.88,74.45,15633.1618,1163888.896
1.58183E+12,2/16/20 4:00,LTC/USD,79.83,80,67.7,71.07,18234.64703,1295936.365
1.58174E+12,2/15/20 4:00,LTC/USD,81.55,82.12,75,79.83,14491.63618,1156867.316
1.58165E+12,2/14/20 4:00,LTC/USD,80.86,83.8,78.65,81.55,13309.35194,1085377.651
1.58157E+12,2/13/20 4:00,LTC/USD,83.08,83.74,77.35,80.86,24126.24037,1950847.796
1.58148E+12,2/12/20 4:00,LTC/USD,78.23,84.48,77.89,83.08,19417.95061,1613243.336
1.58139E+12,2/11/20 4:00,LTC/USD,72.76,78.52,72.63,78.23,18020.22041,1409721.843
1.58131E+12,2/10/20 4:00,LTC/USD,75.62,76.02,72.48,72.76,11861.10125,863013.727
1.58122E+12,2/9/20 4:00,LTC/USD,77.64,78.53,75,75.62,7289.527451,551234.0658
1.58113E+12,2/8/20 4:00,LTC/USD,71.95,77.91,71.95,77.64,7983.095671,619807.5479
1.58105E+12,2/7/20 4:00,LTC/USD,74.02,74.97,71.63,71.95,9282.1731,667852.3546
1.58096E+12,2/6/20 4:00,LTC/USD,74,75.12,73.5,74.02,810.94207,60025.93202
1.58088E+12,2/5/20 4:00,LTC/USD,68.08,74,67.95,74,16364.33939,1210961.115
1.58079E+12,2/4/20 4:00,LTC/USD,68.68,69.01,66.3,68.08,10208.69901,695008.2284
1.5807E+12,2/3/20 4:00,LTC/USD,70.95,71.43,68.5,68.68,24453.3416,1679455.501
1.58062E+12,2/2/20 4:00,LTC/USD,68.65,73.22,67.79,70.95,18383.6763,1304321.834
1.58053E+12,2/1/20 4:00,LTC/USD,72.59,72.8,67.6,68.65,17017.44727,1168247.755
1.58044E+12,1/31/20 4:00,LTC/USD,68.51,72.59,65.35,72.59,31462.31192,2283849.222
1.58036E+12,1/30/20 4:00,LTC/USD,59.22,70.08,59.22,68.51,32777.99239,2245620.258
1.58027E+12,1/29/20 4:00,LTC/USD,61.18,61.78,58.35,59.22,8243.218183,488163.3808
1.58018E+12,1/28/20 4:00,LTC/USD,60.57,62.31,57.45,61.18,9788.765723,598876.6869
1.5801E+12,1/27/20 4:00,LTC/USD,56.31,61.4,55.84,60.57,10064.33928,609597.0301
1.58001E+12,1/26/20 4:00,LTC/USD,53.78,57.03,53.13,56.31,3906.123265,219953.8011
1.57992E+12,1/25/20 4:00,LTC/USD,52.79,54.2,52.72,53.78,5508.985678,296273.2498
1.57984E+12,1/24/20 4:00,LTC/USD,52.63,55.24,50.74,52.79,11348.14909,599068.7902
1.57975E+12,1/23/20 4:00,LTC/USD,56.75,56.75,51.31,52.63,806.31144,42436.17109
1.57967E+12,1/22/20 4:00,LTC/USD,57.14,59.15,56.45,56.75,17788.32673,1009487.542
1.57958E+12,1/21/20 4:00,LTC/USD,57.76,57.98,55.88,57.14,15149.52784,865644.021
1.57949E+12,1/20/20 4:00,LTC/USD,56.83,58.15,55.74,57.76,7575.773481,437576.6763
1.57941E+12,1/19/20 4:00,LTC/USD,61.13,61.49,55.39,56.83,8154.260534,463406.6261
1.57932E+12,1/18/20 4:00,LTC/USD,61.28,62.44,58.06,61.13,10313.74888,630479.469
1.57923E+12,1/17/20 4:00,LTC/USD,58.24,63.16,58.04,61.28,18437.46361,1129847.77
1.57915E+12,1/16/20 4:00,LTC/USD,55.41,58.94,55.32,58.24,10167.13929,592134.1921
1.57906E+12,1/15/20 4:00,LTC/USD,57.99,59.51,54.68,55.41,15341.27842,850060.2375
1.57897E+12,1/14/20 4:00,LTC/USD,53.82,60.93,53.21,57.99,38633.36471,2240348.819
1.57889E+12,1/13/20 4:00,LTC/USD,49.9,54.11,48.89,53.82,30771.53585,1656124.059
1.5788E+12,1/12/20 4:00,LTC/USD,50.66,51.57,49.71,49.9,7409.456163,369731.8625
1.57872E+12,1/11/20 4:00,LTC/USD,48.98,51.82,47.85,50.66,12550.62915,635814.8726
1.57863E+12,1/10/20 4:00,LTC/USD,44.49,49.85,43.65,48.98,20952.52202,1026254.529
1.57854E+12,1/9/20 4:00,LTC/USD,45.07,46.14,44.49,44.49,485.3459781,21593.04257
1.57846E+12,1/8/20 4:00,LTC/USD,47.67,48.19,44.08,45.07,12594.26198,567623.3874
1.57837E+12,1/7/20 4:00,LTC/USD,45.23,48.6,44.55,47.67,29213.36856,1392601.279
1.57828E+12,1/6/20 4:00,LTC/USD,44.36,46.23,44,45.23,12977.62671,586978.056
1.5782E+12,1/5/20 4:00,LTC/USD,43.03,44.64,42.63,44.36,7067.704552,313523.3739
1.57811E+12,1/4/20 4:00,LTC/USD,42.02,43.16,41.87,43.03,3690.598069,158806.4349
1.57802E+12,1/3/20 4:00,LTC/USD,39.2,42.28,39.2,42.02,5959.122901,250402.3443
1.57794E+12,1/2/20 4:00,LTC/USD,41.09,41.46,38.77,39.2,5461.09418,214074.8918
1.57785E+12,1/1/20 4:00,LTC/USD,41.5,42,41.09,41.09,1174.642228,48266.04915
1.57776E+12,12/31/19 4:00,LTC/USD,42.01,42.91,40.91,41.5,1523.772564,63236.56142
1.57768E+12,12/30/19 4:00,LTC/USD,42.84,44,41.73,42.01,4713.69015,198022.1232
1.57759E+12,12/29/19 4:00,LTC/USD,42.65,43.56,42.21,42.84,1984.594587,85020.03209
1.57751E+12,12/28/19 4:00,LTC/USD,41.45,43.65,41.44,42.65,2678.722936,114247.5332
1.57742E+12,12/27/19 4:00,LTC/USD,40.25,41.79,39.59,41.45,3143.505919,130298.3203
1.57733E+12,12/26/19 4:00,LTC/USD,39.58,41.68,39.58,40.25,4116.119319,165673.8026
1.57725E+12,12/25/19 4:00,LTC/USD,39.95,40.47,39.45,39.58,979.36584,38763.29995
1.57716E+12,12/24/19 4:00,LTC/USD,40.54,41.1,39.74,39.95,6200.55642,247712.229
1.57707E+12,12/23/19 4:00,LTC/USD,42.25,42.59,40.38,40.54,6036.969923,244738.7607
1.57699E+12,12/22/19 4:00,LTC/USD,39.77,42.5,39.77,42.25,4850.431165,204930.7167
1.5769E+12,12/21/19 4:00,LTC/USD,40.01,40.01,39.5,39.77,1498.735593,59604.71454
1.57681E+12,12/20/19 4:00,LTC/USD,39.7,40.35,39.48,40.01,3544.151043,141801.4832
1.57673E+12,12/19/19 4:00,LTC/USD,40.38,40.38,40.38,40.38,0,0
1.57664E+12,12/18/19 4:00,LTC/USD,37.6,41.71,36,40.38,29119.21391,1175833.858
1.57656E+12,12/17/19 4:00,LTC/USD,39.73,39.78,36.31,37.6,20289.9177,762900.9055
1.57647E+12,12/16/19 4:00,LTC/USD,43.09,43.09,43.09,43.09,0,0
1.57638E+12,12/15/19 4:00,LTC/USD,43.28,43.93,43.01,43.09,2162.427752,93179.01185
1.5763E+12,12/14/19 4:00,LTC/USD,44.4,44.46,42.92,43.28,3174.911971,137410.1901
1.57621E+12,12/13/19 4:00,LTC/USD,43.33,44.49,43.33,44.4,6.74622,299.532168
1.57612E+12,12/12/19 4:00,LTC/USD,43.33,43.33,43.33,43.33,0,0
1.57604E+12,12/11/19 4:00,LTC/USD,43.86,44.41,42.96,43.33,6430.67748,278641.2552
1.57595E+12,12/10/19 4:00,LTC/USD,44.42,44.59,43.63,43.86,20260.69229,888633.9637
1.57586E+12,12/9/19 4:00,LTC/USD,45.48,45.87,44.11,44.42,9960.665058,442452.7419
1.57578E+12,12/8/19 4:00,LTC/USD,44.94,46.25,44.94,45.48,2719.521168,123683.8227
1.57569E+12,12/7/19 4:00,LTC/USD,45.43,46.62,44.94,44.94,10182.99717,457623.8926
1.5756E+12,12/6/19 4:00,LTC/USD,44.76,45.73,44.14,45.43,8676.668151,394181.0341
1.57552E+12,12/5/19 4:00,LTC/USD,44.05,44.05,44.05,44.05,0,0
1.57543E+12,12/4/19 4:00,LTC/USD,44.05,47.12,43.74,44.05,26638.82649,1173440.307
1.57535E+12,12/3/19 4:00,LTC/USD,45.79,46.27,43.62,44.05,10941.57167,481976.2321
1.57526E+12,12/2/19 4:00,LTC/USD,47.12,47.25,44.8,45.79,6495.667183,297436.6003
1.57517E+12,12/1/19 4:00,LTC/USD,45.93,48.3,45.93,47.12,2407.357348,113434.6782
1.57509E+12,11/30/19 4:00,LTC/USD,48.25,48.59,45.7,45.93,5509.827377,253066.3714
1.575E+12,11/29/19 4:00,LTC/USD,47.67,49.36,47.08,48.25,11324.54122,546409.1137
1.57491E+12,11/28/19 4:00,LTC/USD,47.75,47.96,46.28,47.67,4380.37548,208812.4992
1.57483E+12,11/27/19 4:00,LTC/USD,45.91,48.64,44.77,47.75,13050.24195,623149.0532
1.57474E+12,11/26/19 4:00,LTC/USD,46.89,47.42,45.79,45.91,4273.501874,196196.471
1.57465E+12,11/25/19 4:00,LTC/USD,43.52,47.5,42.24,46.89,11722.67819,549676.3805
1.57457E+12,11/24/19 4:00,LTC/USD,47.2,47.7,42.76,43.52,5570.630113,242433.8225
1.57448E+12,11/23/19 4:00,LTC/USD,47.56,48.64,46.41,47.2,2164.144772,102147.6332
1.5744E+12,11/22/19 4:00,LTC/USD,50.41,51.69,43.65,47.56,20020.01778,952152.0456
1.57431E+12,11/21/19 4:00,LTC/USD,54.71,54.71,54.71,54.71,0,0
1.57422E+12,11/20/19 4:00,LTC/USD,55.82,56.01,54.63,54.71,4560.905609,249527.1459
1.57414E+12,11/19/19 4:00,LTC/USD,55.82,55.82,55.82,55.82,0,0
1.57405E+12,11/18/19 4:00,LTC/USD,58.6,59.02,53.8,55.82,15693.05836,875986.5178
1.57396E+12,11/17/19 4:00,LTC/USD,58.22,59.83,57.62,58.6,1753.502353,102755.2379
1.57388E+12,11/16/19 4:00,LTC/USD,57.43,58.82,57.22,58.22,1947.613949,113390.0841
1.57379E+12,11/15/19 4:00,LTC/USD,58.59,60.63,56.24,57.43,18380.3409,1055582.978
1.5737E+12,11/14/19 4:00,LTC/USD,60.75,60.75,58.2,58.59,8630.531275,505662.8274
1.57362E+12,11/13/19 4:00,LTC/USD,61.04,61.97,60.17,60.75,8550.319647,519431.9185
1.57353E+12,11/12/19 4:00,LTC/USD,61.84,61.84,61.84,61.84,0,0
1.57344E+12,11/11/19 4:00,LTC/USD,63.26,63.26,60.41,61.84,5948.734252,367869.7261
1.57336E+12,11/10/19 4:00,LTC/USD,61.87,66.16,61.01,63.26,22246.94189,1407341.544
1.57327E+12,11/9/19 4:00,LTC/USD,61.22,62.28,60.34,61.87,2824.998968,174782.6862
1.57319E+12,11/8/19 4:00,LTC/USD,62.22,62.22,58.79,61.22,8249.947597,505061.7919
1.5731E+12,11/7/19 4:00,LTC/USD,62.96,63.13,60.27,62.22,7694.830331,478772.3432
1.57301E+12,11/6/19 4:00,LTC/USD,62.62,64.33,62.52,62.96,8444.348789,531656.1998
1.57293E+12,11/5/19 4:00,LTC/USD,62.19,64.17,61.07,62.62,6272.231402,392767.1304
1.57284E+12,11/4/19 4:00,LTC/USD,58.19,63,57.93,62.19,13694.31081,851649.1895
1.57275E+12,11/3/19 4:00,LTC/USD,58.44,58.77,57.4,58.19,3333.413811,193971.3497
1.57267E+12,11/2/19 4:00,LTC/USD,58.37,59.32,57.97,58.44,3300.246881,192866.4277
1.57258E+12,11/1/19 4:00,LTC/USD,57.76,58.88,56.84,58.37,6191.900598,361421.2379
1.57249E+12,10/31/19 4:00,LTC/USD,58.26,59.69,57.19,57.76,5583.916861,322527.0379
1.57241E+12,10/30/19 4:00,LTC/USD,59.64,59.87,56.98,58.26,7100.918673,413699.5219
1.57232E+12,10/29/19 4:00,LTC/USD,59.33,61.01,57.98,59.64,6776.254422,404135.8137
1.57224E+12,10/28/19 4:00,LTC/USD,60.02,60.11,57.61,59.33,10942.86439,649240.1442
1.57215E+12,10/27/19 4:00,LTC/USD,56.04,62.8,56.04,60.02,10215.94195,613160.8357
1.57206E+12,10/26/19 4:00,LTC/USD,58.76,59.8,54.31,56.04,5999.48308,336211.0318
1.57198E+12,10/25/19 4:00,LTC/USD,48.73,64.07,48.73,58.76,12487.29914,733753.6974
1.57189E+12,10/24/19 4:00,LTC/USD,48.73,48.73,48.73,48.73,0,0
1.5718E+12,10/23/19 4:00,LTC/USD,52.47,52.71,47.31,48.73,15139.64605,737754.9519
1.57172E+12,10/22/19 4:00,LTC/USD,55.07,55.07,52.16,52.47,3229.381761,169445.661
1.57163E+12,10/21/19 4:00,LTC/USD,54.44,55.78,53.81,55.07,2528.479368,139243.3588
1.57154E+12,10/20/19 4:00,LTC/USD,53.29,55.48,52.77,54.44,2869.271138,156203.1207
1.57146E+12,10/19/19 4:00,LTC/USD,53.5,54.13,52.75,53.29,2204.08516,117455.6982
1.57137E+12,10/18/19 4:00,LTC/USD,54.5,54.5,52.21,53.5,6778.74633,362662.9286
1.57128E+12,10/17/19 4:00,LTC/USD,52.39,55.17,51.55,54.5,13817.61612,753060.0786
1.5712E+12,10/16/19 4:00,LTC/USD,54.9,55.37,51.13,52.39,7930.163503,415461.2659
1.57111E+12,10/15/19 4:00,LTC/USD,56.63,56.63,53.13,54.9,13120.87611,720336.0982
1.57103E+12,10/14/19 4:00,LTC/USD,56.68,57.43,56.17,56.63,4493.055996,254441.761
1.57094E+12,10/13/19 4:00,LTC/USD,56.4,57.93,55.88,56.68,2225.129692,126120.3509
1.57085E+12,10/12/19 4:00,LTC/USD,56.24,56.59,55.63,56.4,915.9038025,51656.97446
1.57077E+12,10/11/19 4:00,LTC/USD,57.71,58.48,55.47,56.24,11743.85109,660474.1851
1.57068E+12,10/10/19 4:00,LTC/USD,59.05,59.26,56.86,57.71,3916.768037,226036.6834
1.57059E+12,10/9/19 4:00,LTC/USD,57.01,60.09,56.66,59.05,6704.255081,395886.2625
1.57051E+12,10/8/19 4:00,LTC/USD,57.97,58.03,56.29,57.01,6228.209757,355070.2382
1.57042E+12,10/7/19 4:00,LTC/USD,54.86,58.61,54.54,57.97,5150.028567,298547.156
1.57033E+12,10/6/19 4:00,LTC/USD,56.13,56.41,53.28,54.86,4621.198362,253518.9421
1.57025E+12,10/5/19 4:00,LTC/USD,56.59,57.43,55.75,56.13,2356.770845,132285.5475
1.57016E+12,10/4/19 4:00,LTC/USD,55.89,57.4,55.27,56.59,6747.402354,381835.4992
1.57008E+12,10/3/19 4:00,LTC/USD,56.03,56.03,56.03,56.03,0,0
1.56999E+12,10/2/19 4:00,LTC/USD,56.17,56.74,55.27,56.03,5154.96992,288832.9646
1.5699E+12,10/1/19 4:00,LTC/USD,56.89,57.18,54.88,56.17,10496.80065,589605.2927
1.56982E+12,9/30/19 4:00,LTC/USD,53.57,57.6,52.61,56.89,6452.280637,367070.2454
1.56973E+12,9/29/19 4:00,LTC/USD,54.68,55.19,52.22,53.57,6667.898638,357199.3301
1.56964E+12,9/28/19 4:00,LTC/USD,55.57,56.17,54.06,54.68,2768.988153,151408.2722
1.56956E+12,9/27/19 4:00,LTC/USD,54.81,56.88,52.7,55.57,5853.946582,325303.8115
1.56947E+12,9/26/19 4:00,LTC/USD,56.16,57.36,50.32,54.81,12081.97526,662213.0638
1.56938E+12,9/25/19 4:00,LTC/USD,57.23,58.95,53.1,56.16,15987.01497,897830.761
1.5693E+12,9/24/19 4:00,LTC/USD,66.59,67.24,54,57.23,26344.86552,1507716.654
1.56921E+12,9/23/19 4:00,LTC/USD,71.9,74,61.94,66.59,28651.24669,1907886.517
1.56912E+12,9/22/19 4:00,LTC/USD,71.53,72.84,71.19,71.9,4107.304524,295315.1953
1.56904E+12,9/21/19 4:00,LTC/USD,74.69,74.9,71.35,71.53,10367.56959,741592.2528
1.56895E+12,9/20/19 4:00,LTC/USD,75.59,76.46,72.92,74.69,6246.519485,466552.5403
1.56887E+12,9/19/19 4:00,LTC/USD,73.35,73.35,73.35,73.35,0,0
1.56878E+12,9/18/19 4:00,LTC/USD,75.31,80.37,73,73.35,14511.3089,1064404.508
1.56869E+12,9/17/19 4:00,LTC/USD,72.44,77.5,72.39,75.31,12612.12074,949818.8133
1.56861E+12,9/16/19 4:00,LTC/USD,71.39,73.64,69.5,72.44,5479.521205,396936.5161
1.56852E+12,9/15/19 4:00,LTC/USD,70.09,72,69.84,71.39,2636.007083,188184.5456
1.56843E+12,9/14/19 4:00,LTC/USD,68.81,71.5,68.38,70.09,2720.900743,190707.9331
1.56835E+12,9/13/19 4:00,LTC/USD,69.29,69.7,67.44,68.81,5881.736308,404722.2753
1.56826E+12,9/12/19 4:00,LTC/USD,69.23,69.81,68.39,69.29,2205.726252,152834.772
1.56817E+12,9/11/19 4:00,LTC/USD,70.72,71.31,68.23,69.23,3385.867259,234403.5903
1.56809E+12,9/10/19 4:00,LTC/USD,71.79,72.6,69.67,70.72,7239.2175,511957.4616
1.568E+12,9/9/19 4:00,LTC/USD,69.07,73.01,67.87,71.79,5153.958988,370002.7158
1.56792E+12,9/8/19 4:00,LTC/USD,71.09,71.56,68.43,69.07,3884.199986,268281.693
1.56783E+12,9/7/19 4:00,LTC/USD,64.84,71.57,64.81,71.09,5705.926576,405634.3203
1.56774E+12,9/6/19 4:00,LTC/USD,66.15,66.15,64.84,64.84,44.17838,2864.526159
1.56766E+12,9/5/19 4:00,LTC/USD,67.11,67.11,65.2,66.15,448.2304706,29650.44563
1.56757E+12,9/4/19 4:00,LTC/USD,68.19,68.5,66.63,67.11,2752.370659,184711.5949
1.56748E+12,9/3/19 4:00,LTC/USD,66.97,70.95,66.83,68.19,7709.772704,525729.4007
1.5674E+12,9/2/19 4:00,LTC/USD,65.99,68.17,64.98,66.97,5893.938729,394717.0767
1.56731E+12,9/1/19 4:00,LTC/USD,64.97,67.21,64.16,65.99,4653.65439,307094.6532
1.56722E+12,8/31/19 4:00,LTC/USD,64.3,65.32,62.48,64.97,4237.366534,275301.7037
1.56714E+12,8/30/19 4:00,LTC/USD,62.91,65.58,62.51,64.3,7832.297178,503616.7086
1.56705E+12,8/29/19 4:00,LTC/USD,65.81,66.18,62.11,62.91,12916.47728,812575.5855
1.56696E+12,8/28/19 4:00,LTC/USD,71.6,72.99,64.63,65.81,22248.30898,1464161.214
1.56688E+12,8/27/19 4:00,LTC/USD,72.42,73.54,71.6,71.6,5614.231007,401978.9401
1.56679E+12,8/26/19 4:00,LTC/USD,74.03,74.71,72.3,72.42,1094.59201,79270.35338
1.56671E+12,8/25/19 4:00,LTC/USD,73.12,75.51,70.88,74.03,5597.692547,414397.1792
1.56662E+12,8/24/19 4:00,LTC/USD,74.2,74.56,71.79,73.12,1826.880191,133581.4796
1.56653E+12,8/23/19 4:00,LTC/USD,73.61,76.01,72.44,74.2,4704.725974,349090.6672
1.56645E+12,8/22/19 4:00,LTC/USD,71.52,74.99,71.52,73.61,441.3360214,32486.74454
1.56636E+12,8/21/19 4:00,LTC/USD,73.99,74.03,69.9,71.52,11385.99789,814326.5694
1.56627E+12,8/20/19 4:00,LTC/USD,75.98,76.67,73.68,73.99,3007.678,222538.0952
1.56619E+12,8/19/19 4:00,LTC/USD,77.04,78.84,75.67,75.98,8567.365455,650948.4273
1.5661E+12,8/18/19 4:00,LTC/USD,72.22,78.04,71.53,77.04,9378.331911,722506.6904
1.56601E+12,8/17/19 4:00,LTC/USD,74.13,74.65,71.63,72.22,5651.573303,408156.624
1.56593E+12,8/16/19 4:00,LTC/USD,75.88,76.03,72.44,74.13,6197.893469,459449.8428
1.56584E+12,8/15/19 4:00,LTC/USD,75.01,77.68,70.24,75.88,8089.869699,613859.3128
1.56576E+12,8/14/19 4:00,LTC/USD,85.64,85.64,74.77,75.01,15544.1913,1165969.789
1.56567E+12,8/13/19 4:00,LTC/USD,84.65,86.52,82.99,85.64,7273.703156,622919.9383
1.56558E+12,8/12/19 4:00,LTC/USD,88.67,88.82,84.29,84.65,9602.699715,812868.5308
1.5655E+12,8/11/19 4:00,LTC/USD,86.37,91.46,84.93,88.67,7375.96011,654026.3829
1.56541E+12,8/10/19 4:00,LTC/USD,86.17,87.3,81.51,86.37,11690.70664,1009726.333
1.56532E+12,8/9/19 4:00,LTC/USD,89,89.33,82.36,86.17,27447.21727,2365126.712
1.56524E+12,8/8/19 4:00,LTC/USD,91.2,91.2,89,89,188.752258,16798.95096
1.56515E+12,8/7/19 4:00,LTC/USD,93.05,94.3,87.3,91.2,15522.83286,1415682.356
1.56506E+12,8/6/19 4:00,LTC/USD,95.43,99.24,90.97,93.05,10771.68995,1002305.75
1.56498E+12,8/5/19 4:00,LTC/USD,95.3,107.1,93.87,95.43,21270.08548,2029804.257
1.56489E+12,8/4/19 4:00,LTC/USD,91.23,96.7,90.99,95.3,7292.266226,694952.9714
1.5648E+12,8/3/19 4:00,LTC/USD,95.7,96.09,90.56,91.23,13479.95479,1229776.276
