https://www.CryptoDataDownload.com,,,,,,,,
unix,date,symbol,open,high,low,close,Volume ZEC,Volume USD
1.66277E+12,9/10/22 0:00,ZEC/USD,66.02,66.02,64.32,65.26,2008.613227,131082.0992
1.6627E+12,9/9/22 4:00,ZEC/USD,62.35,66.84,62.35,65.51,3265.898766,213949.0282
1.66268E+12,9/9/22 0:00,ZEC/USD,60.95,66.84,60.95,66.02,2060.310253,136021.6829
1.66261E+12,9/8/22 4:00,ZEC/USD,59.19,62.35,58.46,62.35,1118.053928,69710.66241
1.6626E+12,9/8/22 0:00,ZEC/USD,59.34,61.49,58.46,60.95,865.490466,52751.6439
1.66252E+12,9/7/22 4:00,ZEC/USD,57.93,60,57.93,59.19,1113.96701,65935.70732
1.66251E+12,9/7/22 0:00,ZEC/USD,57.94,60,56.96,59.34,1232.539876,73138.91624
1.66244E+12,9/6/22 4:00,ZEC/USD,64.27,64.93,56.96,57.93,2099.516156,121624.9709
1.66242E+12,9/6/22 0:00,ZEC/USD,63.4,66.1,57.94,57.94,3641.433309,210984.6459
1.66235E+12,9/5/22 4:00,ZEC/USD,63.66,66.1,62.17,64.27,2103.963554,135221.7376
1.66234E+12,9/5/22 0:00,ZEC/USD,63.79,64.32,62.17,63.4,959.555334,60835.80818
1.66226E+12,9/4/22 4:00,ZEC/USD,62.1,64.32,62.1,63.66,2890.113118,183984.6011
1.66225E+12,9/4/22 0:00,ZEC/USD,62.52,64.14,62.1,63.79,2451.524412,156382.7422
1.66218E+12,9/3/22 4:00,ZEC/USD,60.5,62.9,60.13,62.1,450.795374,27994.39273
1.66216E+12,9/3/22 0:00,ZEC/USD,60.02,62.56,59.96,62.52,493.931546,30880.60026
1.66209E+12,9/2/22 4:00,ZEC/USD,59.14,61.77,58.38,60.5,418.124937,25296.55869
1.66208E+12,9/2/22 0:00,ZEC/USD,59.16,61.77,58.09,60.02,343.230907,20600.71904
1.662E+12,9/1/22 4:00,ZEC/USD,58.86,59.5,57,59.14,2503.766752,148072.7657
1.66199E+12,9/1/22 0:00,ZEC/USD,59.49,60.08,57,59.16,2728.526509,161419.6283
1.66192E+12,8/31/22 4:00,ZEC/USD,61.63,61.63,58.52,58.86,1371.86013,80747.68725
1.6619E+12,8/31/22 0:00,ZEC/USD,59.84,61.91,59.45,59.49,2692.340716,160167.3492
1.66183E+12,8/30/22 4:00,ZEC/USD,63.65,64.41,59.82,61.63,1945.912749,119926.6027
1.66182E+12,8/30/22 0:00,ZEC/USD,63.76,64.41,59.82,59.84,1722.476923,103073.0191
1.66175E+12,8/29/22 4:00,ZEC/USD,61.73,63.98,61.18,63.65,1319.76027,84002.74119
1.66173E+12,8/29/22 0:00,ZEC/USD,61.21,63.98,60.36,63.76,2210.599568,140947.8285
1.66166E+12,8/28/22 4:00,ZEC/USD,61.23,62.63,60.36,61.73,3118.824028,192525.0072
1.66164E+12,8/28/22 0:00,ZEC/USD,61.45,62.63,60.55,61.21,2233.924088,136738.4934
1.66157E+12,8/27/22 4:00,ZEC/USD,61.05,62.06,59.8,61.23,322.582944,19751.75366
1.66156E+12,8/27/22 0:00,ZEC/USD,61.06,62.06,59.8,61.45,307.394688,18889.40358
1.66149E+12,8/26/22 4:00,ZEC/USD,67.25,68.08,60.36,61.05,1017.054567,62091.18132
1.66147E+12,8/26/22 0:00,ZEC/USD,67.65,68.08,60.36,61.06,1022.066787,62407.39801
1.6614E+12,8/25/22 4:00,ZEC/USD,67.81,69.73,66.57,67.25,833.227709,56034.56343
1.66139E+12,8/25/22 0:00,ZEC/USD,67.8,69.73,66.89,67.65,1923.810058,130145.7504
1.66131E+12,8/24/22 4:00,ZEC/USD,64.96,69.13,64.96,67.81,1122.049738,76086.19273
1.6613E+12,8/24/22 0:00,ZEC/USD,66.43,69.45,64.88,67.8,2382.820532,161555.2321
1.66123E+12,8/23/22 4:00,ZEC/USD,65.03,66.76,62.99,64.96,1894.566547,123071.0429
1.66121E+12,8/23/22 0:00,ZEC/USD,65.03,66.76,62.99,66.43,1653.825386,109863.6204
1.66114E+12,8/22/22 4:00,ZEC/USD,63.73,65.45,60.88,65.03,1755.161464,114138.15
1.66113E+12,8/22/22 0:00,ZEC/USD,64.88,65.47,60.88,65.03,1431.831059,93111.97377
1.66105E+12,8/21/22 4:00,ZEC/USD,63.34,65.9,63.14,63.73,283.414276,18061.99181
1.66104E+12,8/21/22 0:00,ZEC/USD,63.03,65.9,63.03,64.88,493.601972,32024.89594
1.66097E+12,8/20/22 4:00,ZEC/USD,63.72,64.58,61.6,63.34,364.783241,23105.37048
1.66095E+12,8/20/22 0:00,ZEC/USD,62.19,64.58,61.6,63.03,162.846142,10264.19233
1.66088E+12,8/19/22 4:00,ZEC/USD,68.27,68.55,61.69,63.72,911.465105,58078.55649
1.66087E+12,8/19/22 0:00,ZEC/USD,70.4,71.07,61.69,62.19,1396.84456,86869.76319
1.6608E+12,8/18/22 4:00,ZEC/USD,75.02,76.61,67.22,68.27,2158.522524,147362.3327
1.66078E+12,8/18/22 0:00,ZEC/USD,74.04,76.61,69.95,70.4,2648.393972,186446.9356
1.66071E+12,8/17/22 4:00,ZEC/USD,77.11,77.76,71.4,75.02,2066.095893,154998.5139
1.66069E+12,8/17/22 0:00,ZEC/USD,75.93,77.76,71.4,74.04,1373.613546,101702.3469
1.66062E+12,8/16/22 4:00,ZEC/USD,73.7,77.76,72.76,77.11,915.1024,70563.54606
1.66061E+12,8/16/22 0:00,ZEC/USD,73.7,76.79,72.5,75.93,622.620618,47275.58352
1.66054E+12,8/15/22 4:00,ZEC/USD,74.65,75.43,71.94,73.7,309.898117,22839.49122
1.66052E+12,8/15/22 0:00,ZEC/USD,73.82,75.43,71.94,73.7,311.720766,22973.82045
1.66045E+12,8/14/22 4:00,ZEC/USD,76.76,77.55,72.83,74.65,792.770156,59180.29215
1.66044E+12,8/14/22 0:00,ZEC/USD,76.2,77.55,72.83,73.82,1018.156474,75160.31091
1.66036E+12,8/13/22 4:00,ZEC/USD,78.61,78.61,75.47,76.76,368.864825,28314.06397
1.66035E+12,8/13/22 0:00,ZEC/USD,77.22,79.11,75.47,76.2,698.011441,53188.4718
1.66028E+12,8/12/22 4:00,ZEC/USD,79.3,79.56,76.58,78.61,2960.27115,232706.9151
1.66026E+12,8/12/22 0:00,ZEC/USD,79.18,80.98,76.58,77.22,2780.693355,214725.1409
1.66019E+12,8/11/22 4:00,ZEC/USD,78.52,80.98,78.52,79.3,427.417527,33894.20989
1.66018E+12,8/11/22 0:00,ZEC/USD,78.53,82.55,77.93,79.18,2228.668715,176465.9889
1.6601E+12,8/10/22 4:00,ZEC/USD,75.92,79.53,72.92,78.52,3717.972083,291935.168
1.66009E+12,8/10/22 0:00,ZEC/USD,80,80,72.92,78.53,5378.277309,422356.1171
1.66002E+12,8/9/22 4:00,ZEC/USD,80.74,81.38,74.51,75.92,5182.527241,393457.4681
1.66E+12,8/9/22 0:00,ZEC/USD,77.56,81.93,74.51,80,5683.500362,454680.029
1.65993E+12,8/8/22 4:00,ZEC/USD,70.77,81.93,70.47,80.74,6951.872796,561294.2095
1.65992E+12,8/8/22 0:00,ZEC/USD,70.07,79,69.88,77.56,4732.274174,367035.1849
1.65984E+12,8/7/22 4:00,ZEC/USD,67.27,72.76,67.27,70.77,5181.099056,366666.3802
1.65983E+12,8/7/22 0:00,ZEC/USD,67.88,72.76,66.56,70.07,5479.247292,383930.8578
1.65976E+12,8/6/22 4:00,ZEC/USD,68.3,69.3,66.56,67.27,830.983521,55900.26146
1.65974E+12,8/6/22 0:00,ZEC/USD,69.19,69.3,66.99,67.88,761.757941,51708.12904
1.65967E+12,8/5/22 4:00,ZEC/USD,68,69.19,66.79,68.3,2340.658187,159866.9542
1.65966E+12,8/5/22 0:00,ZEC/USD,64.66,69.19,64.54,69.19,2836.682462,196270.0595
1.65959E+12,8/4/22 4:00,ZEC/USD,62.6,68,61.77,68,6002.538236,408172.6
1.65957E+12,8/4/22 0:00,ZEC/USD,61.6,66,61.6,64.66,6339.376003,409904.0524
1.6595E+12,8/3/22 4:00,ZEC/USD,61.14,65.06,61.01,62.6,5149.340674,322348.7262
1.65948E+12,8/3/22 0:00,ZEC/USD,61.49,65.06,59.8,61.6,4902.950558,302021.7544
1.65941E+12,8/2/22 4:00,ZEC/USD,59.45,62.91,58.98,61.14,1069.29302,65376.57524
1.6594E+12,8/2/22 0:00,ZEC/USD,62.64,63.68,58.98,61.49,1094.154897,67279.58462
1.65933E+12,8/1/22 4:00,ZEC/USD,65.22,65.36,59.45,59.45,746.206115,44361.95354
1.65931E+12,8/1/22 0:00,ZEC/USD,64.54,66,61.76,62.64,631.058569,39529.50876
1.65924E+12,7/31/22 4:00,ZEC/USD,65.46,70,64.27,65.22,4144.856335,270327.5302
1.65923E+12,7/31/22 0:00,ZEC/USD,65.01,70,64.27,64.54,4097.630979,264461.1034
1.65915E+12,7/30/22 4:00,ZEC/USD,63.64,68.55,63.16,65.46,4309.216666,282081.323
1.65914E+12,7/30/22 0:00,ZEC/USD,63.74,68.55,63.16,65.01,4173.019091,271287.9711
1.65907E+12,7/29/22 4:00,ZEC/USD,65.31,66.69,62.08,63.64,3316.698722,211074.7067
1.65905E+12,7/29/22 0:00,ZEC/USD,63.65,66.69,62.08,63.74,4505.73505,287195.5521
1.65898E+12,7/28/22 4:00,ZEC/USD,62.15,65.5,62.15,65.31,3630.984614,237139.6051
1.65897E+12,7/28/22 0:00,ZEC/USD,61.6,65.15,59.43,63.65,4525.080895,288021.399
1.65889E+12,7/27/22 4:00,ZEC/USD,54.45,63.18,54.45,62.15,1815.667166,112843.7144
1.65888E+12,7/27/22 0:00,ZEC/USD,55.6,61.6,54.45,61.6,1191.060566,73369.33087
1.65881E+12,7/26/22 4:00,ZEC/USD,54.15,55.81,53.26,54.45,543.512936,29594.27937
1.65879E+12,7/26/22 0:00,ZEC/USD,54.32,55.6,53.21,55.6,902.67632,50188.80339
1.65872E+12,7/25/22 4:00,ZEC/USD,56.33,57.45,53.21,54.15,1021.999929,55341.29616
1.65871E+12,7/25/22 0:00,ZEC/USD,59.08,59.46,54.32,54.32,1927.416822,104697.2818
1.65864E+12,7/24/22 4:00,ZEC/USD,58.78,60.67,56.26,56.33,1553.292767,87496.98157
1.65862E+12,7/24/22 0:00,ZEC/USD,59.18,60.67,58.76,59.08,1518.480109,89711.80484
1.65855E+12,7/23/22 4:00,ZEC/USD,61.73,62.93,57.04,58.78,7465.310958,438810.9781
1.65853E+12,7/23/22 0:00,ZEC/USD,60.11,62.93,57.04,59.18,6234.879903,368980.1927
1.65846E+12,7/22/22 4:00,ZEC/USD,61.72,64.52,59.38,61.73,1024.620922,63249.84952
1.65845E+12,7/22/22 0:00,ZEC/USD,61.87,64.52,59.38,60.11,1161.070178,69791.9284
1.65838E+12,7/21/22 4:00,ZEC/USD,59.97,63.58,59,61.72,1189.60516,73422.43048
1.65836E+12,7/21/22 0:00,ZEC/USD,62.08,62.73,59,61.87,2259.262407,139780.5651
1.65829E+12,7/20/22 4:00,ZEC/USD,66.03,67.26,59.97,59.97,5612.648796,336590.5483
1.65828E+12,7/20/22 0:00,ZEC/USD,64.48,67.26,61,62.08,5725.995096,355469.7756
1.6582E+12,7/19/22 4:00,ZEC/USD,63.17,67.32,62.08,66.03,4322.855765,285438.1662
1.65819E+12,7/19/22 0:00,ZEC/USD,65.99,67.32,62.08,64.48,5634.399133,363306.0561
1.65812E+12,7/18/22 4:00,ZEC/USD,61.73,66.65,61.17,63.17,7024.500848,443737.7186
1.6581E+12,7/18/22 0:00,ZEC/USD,59.31,66.28,59.31,65.99,5769.566882,380733.7185
1.65803E+12,7/17/22 4:00,ZEC/USD,62.95,63.64,59.15,61.73,3769.149051,232669.5709
1.65802E+12,7/17/22 0:00,ZEC/USD,63.11,63.78,59.15,59.31,3193.536824,189408.669
1.65794E+12,7/16/22 4:00,ZEC/USD,58.62,63.93,58.21,62.95,4844.879241,304985.1482
1.65793E+12,7/16/22 0:00,ZEC/USD,58.43,63.93,57.73,63.11,4347.028493,274340.9682
1.65786E+12,7/15/22 4:00,ZEC/USD,57.74,60.2,57.43,58.62,3575.11384,209573.1733
1.65784E+12,7/15/22 0:00,ZEC/USD,57.73,60.2,56.81,58.43,3322.179463,194114.946
1.65777E+12,7/14/22 4:00,ZEC/USD,54.31,59.48,52.73,57.74,5550.47165,320484.2331
1.65776E+12,7/14/22 0:00,ZEC/USD,54.92,59.48,52.73,57.73,5598.62828,323208.8106
1.65768E+12,7/13/22 4:00,ZEC/USD,52.45,55.44,52.45,54.31,172.11197,9347.401091
1.65767E+12,7/13/22 0:00,ZEC/USD,51.96,55.27,49.77,54.92,867.481741,47642.09722
1.6576E+12,7/12/22 4:00,ZEC/USD,54.37,54.86,51.55,52.45,489.561193,25677.48457
1.65758E+12,7/12/22 0:00,ZEC/USD,55.44,55.51,51.96,51.96,1042.910105,54189.60906
1.65751E+12,7/11/22 4:00,ZEC/USD,58.6,58.76,54.37,54.37,4913.360984,267139.4367
1.6575E+12,7/11/22 0:00,ZEC/USD,59.52,59.53,55.44,55.44,5626.391017,311927.118
1.65743E+12,7/10/22 4:00,ZEC/USD,59.8,60.25,57.93,58.6,2694.74321,157911.9521
1.65741E+12,7/10/22 0:00,ZEC/USD,61.33,61.33,58.05,59.52,1469.200677,87446.8243
1.65734E+12,7/9/22 4:00,ZEC/USD,60.7,62.29,59.49,59.8,1821.594267,108931.3372
1.65732E+12,7/9/22 0:00,ZEC/USD,59.38,62.29,59.38,61.33,1834.400188,112503.7635
1.65725E+12,7/8/22 4:00,ZEC/USD,60.62,61.25,57.65,60.7,5259.40969,319246.1682
1.65724E+12,7/8/22 0:00,ZEC/USD,60.04,61.58,57.65,59.38,5276.559027,313322.075
1.65717E+12,7/7/22 4:00,ZEC/USD,58.2,61.58,57.26,60.62,4102.231771,248677.29
1.65715E+12,7/7/22 0:00,ZEC/USD,58.05,60.77,57.26,60.04,4058.570061,243676.5465
1.65708E+12,7/6/22 4:00,ZEC/USD,57.03,59.1,57.03,58.2,637.685993,37113.32479
1.65707E+12,7/6/22 0:00,ZEC/USD,57.07,58.6,55.82,58.05,2506.066011,145477.1319
1.65699E+12,7/5/22 4:00,ZEC/USD,58.27,58.79,54.47,57.03,4629.354948,264012.1127
1.65698E+12,7/5/22 0:00,ZEC/USD,58.07,58.98,54.47,57.07,4180.850333,238601.1285
1.65691E+12,7/4/22 4:00,ZEC/USD,53.16,58.98,53.06,58.27,3599.56268,209746.5174
1.65689E+12,7/4/22 0:00,ZEC/USD,54.45,58.44,52.89,58.07,3982.24539,231248.9898
1.65682E+12,7/3/22 4:00,ZEC/USD,53.61,55,52.34,53.16,3213.782218,170844.6627
1.65681E+12,7/3/22 0:00,ZEC/USD,54.12,55,52.34,54.45,3092.834941,168404.8625
1.65673E+12,7/2/22 4:00,ZEC/USD,52.33,54.7,51.96,53.61,3278.432833,175756.7842
1.65672E+12,7/2/22 0:00,ZEC/USD,53.36,54.7,51.96,54.12,2309.936721,125013.7753
1.65665E+12,7/1/22 4:00,ZEC/USD,53.25,54.61,51.96,52.33,1095.089818,57306.05018
1.65663E+12,7/1/22 0:00,ZEC/USD,54.5,56.49,51.96,53.36,809.756066,43208.58368
1.65659E+12,6/30/22 13:00,ZEC/USD,53.43,56.49,51.94,52.71,1087.04641,57298.21627
1.65656E+12,6/30/22 4:00,ZEC/USD,56.42,56.92,51.78,53.25,1818.978788,96860.62046
1.65651E+12,6/29/22 13:00,ZEC/USD,58.64,61,51.78,53.43,2202.418896,117675.2416
1.65648E+12,6/29/22 4:00,ZEC/USD,59.15,59.15,55.3,56.42,647.591578,36537.11683
1.65642E+12,6/28/22 13:00,ZEC/USD,62.73,63.13,57.36,58.64,1737.852568,101907.6746
1.65639E+12,6/28/22 4:00,ZEC/USD,61.28,63.33,58.48,59.15,2008.091391,118778.6058
1.65633E+12,6/27/22 13:00,ZEC/USD,64.92,65.7,60.3,62.73,3506.668516,219973.316
1.6563E+12,6/27/22 4:00,ZEC/USD,65.23,67.1,60.3,61.28,4360.731658,267225.636
1.65625E+12,6/26/22 13:00,ZEC/USD,68.88,69,63.34,64.92,4535.322007,294433.1047
1.65622E+12,6/26/22 4:00,ZEC/USD,68.38,70.57,63.34,65.23,3261.847995,212770.3447
1.65616E+12,6/25/22 13:00,ZEC/USD,65.55,70.57,64.35,68.88,1767.509802,121746.0752
1.65613E+12,6/25/22 4:00,ZEC/USD,69.42,70.27,64.35,68.38,2453.773115,167789.0056
1.65608E+12,6/24/22 13:00,ZEC/USD,67.44,70.77,65.55,65.55,4250.670505,278631.4516
1.65604E+12,6/24/22 4:00,ZEC/USD,64.95,70.77,64.1,69.42,4657.325902,323311.5641
1.65599E+12,6/23/22 13:00,ZEC/USD,64.37,67.69,62.41,67.44,3860.887065,260378.2237
1.65596E+12,6/23/22 4:00,ZEC/USD,63.27,67.35,62.41,64.95,4045.447958,262751.8449
1.6559E+12,6/22/22 13:00,ZEC/USD,63.43,66.12,62.55,64.37,4475.631719,288096.4138
1.65587E+12,6/22/22 4:00,ZEC/USD,63.73,66.12,62.81,63.27,2760.639679,174665.6725
1.65582E+12,6/21/22 13:00,ZEC/USD,67.14,70,62.36,63.43,2178.250346,138166.4194
1.65578E+12,6/21/22 4:00,ZEC/USD,65.04,65.26,63.73,63.73,29.710317,1893.438502
1.65573E+12,6/20/22 13:00,ZEC/USD,66.5,69.48,63.33,67.14,1575.783903,105798.1312
1.6557E+12,6/20/22 4:00,ZEC/USD,66.09,68.84,63.33,65.04,675.104221,43908.77853
1.65564E+12,6/19/22 13:00,ZEC/USD,61.49,68.84,60.88,66.5,2673.443832,177784.0148
1.65561E+12,6/19/22 4:00,ZEC/USD,58.36,68.81,56.8,66.09,3119.398206,206161.0274
1.65556E+12,6/18/22 13:00,ZEC/USD,58.23,63.15,53.26,61.49,3794.118322,233300.3356
1.65552E+12,6/18/22 4:00,ZEC/USD,61.36,62.25,53.26,58.36,3858.199082,225164.4984
1.65547E+12,6/17/22 13:00,ZEC/USD,62.41,64.04,56.24,58.23,2808.373975,163531.6166
1.65544E+12,6/17/22 4:00,ZEC/USD,61.47,64.6,61.22,61.36,2008.764785,123257.8072
1.65538E+12,6/16/22 13:00,ZEC/USD,63.34,64.6,57.94,62.41,3668.982534,228981.1999
1.65535E+12,6/16/22 4:00,ZEC/USD,67.03,67.8,57.94,61.47,4318.525146,265459.7407
1.6553E+12,6/15/22 13:00,ZEC/USD,61.56,69.98,61.18,63.34,3675.301369,232793.5887
1.65527E+12,6/15/22 4:00,ZEC/USD,62.33,69.98,61.32,67.03,1612.851918,108109.4641
1.65521E+12,6/14/22 13:00,ZEC/USD,63.77,65.38,57.54,61.56,2786.455975,171534.2298
1.65518E+12,6/14/22 4:00,ZEC/USD,64.91,67.48,60.89,62.33,2492.44021,155353.7983
1.65513E+12,6/13/22 13:00,ZEC/USD,65.82,69.36,60,63.77,4793.816307,305701.6659
1.65509E+12,6/13/22 4:00,ZEC/USD,72.06,74.24,60,64.91,5299.024911,343959.707
1.65504E+12,6/12/22 13:00,ZEC/USD,76.32,84.18,64.27,65.82,3387.8874,222990.7487
1.65501E+12,6/12/22 4:00,ZEC/USD,76.2,84.18,70.62,72.06,2674.086538,192694.6759
1.65495E+12,6/11/22 13:00,ZEC/USD,81.48,82.64,74.42,76.32,2367.656151,180699.5174
1.65492E+12,6/11/22 4:00,ZEC/USD,86.96,88.31,75.42,76.2,2398.102529,182735.4127
1.65487E+12,6/10/22 13:00,ZEC/USD,88.35,89.71,81.48,81.48,1429.078749,116441.3365
1.65483E+12,6/10/22 4:00,ZEC/USD,92.57,92.73,84,86.96,2047.406503,178042.4695
1.65478E+12,6/9/22 13:00,ZEC/USD,92.31,94,88.01,88.35,2603.411944,230011.4453
1.65475E+12,6/9/22 4:00,ZEC/USD,92.51,94,89.79,92.57,2696.161816,249583.6993
1.65469E+12,6/8/22 13:00,ZEC/USD,90.16,93.89,89.62,92.31,2804.194726,258855.2152
1.65466E+12,6/8/22 4:00,ZEC/USD,90.69,93.38,90.49,92.51,1546.568489,143073.0509
1.65461E+12,6/7/22 13:00,ZEC/USD,90.76,95.17,89.5,90.16,3046.403686,274663.7563
1.65457E+12,6/7/22 4:00,ZEC/USD,90,95.17,89.5,90.69,2207.435002,200192.2803
1.65452E+12,6/6/22 13:00,ZEC/USD,93.47,94.13,88.14,90.76,2455.943176,222901.4027
1.65449E+12,6/6/22 4:00,ZEC/USD,93.59,95.42,88.14,90,2930.057473,263705.1726
1.65443E+12,6/5/22 13:00,ZEC/USD,89.16,95.42,88.69,93.47,2352.892537,219924.8654
1.6544E+12,6/5/22 4:00,ZEC/USD,89.06,93.59,88.69,93.59,2714.805475,254078.6444
1.65435E+12,6/4/22 13:00,ZEC/USD,88.53,90.35,88.49,89.16,3421.70369,305079.101
1.65432E+12,6/4/22 4:00,ZEC/USD,87.52,90.35,87.52,89.06,3363.516969,299554.8213
1.65426E+12,6/3/22 13:00,ZEC/USD,88.11,90.97,87.43,88.53,1478.165155,130861.9612
1.65423E+12,6/3/22 4:00,ZEC/USD,91.3,91.3,87.52,87.52,384.964401,33692.08438
1.65417E+12,6/2/22 13:00,ZEC/USD,90.21,92.18,85.71,88.11,1220.47189,107535.7782
1.65414E+12,6/2/22 4:00,ZEC/USD,88.73,92.18,88.03,91.3,802.915093,73306.14799
1.65409E+12,6/1/22 13:00,ZEC/USD,93.93,96.31,87.82,90.21,1504.871338,135754.4434
1.65406E+12,6/1/22 4:00,ZEC/USD,92.74,96.31,87.82,88.73,2312.956866,205228.6627
1.654E+12,5/31/22 13:00,ZEC/USD,93.25,95.09,91.75,93.93,2317.046458,217640.1738
1.65397E+12,5/31/22 4:00,ZEC/USD,98.49,98.69,91.21,92.74,3008.914621,279046.742
1.65392E+12,5/30/22 13:00,ZEC/USD,94.77,99.99,91.21,93.25,4618.966917,430718.665
1.65388E+12,5/30/22 4:00,ZEC/USD,93.79,99.99,93.22,98.49,3392.634831,334140.6045
1.65383E+12,5/29/22 13:00,ZEC/USD,87.6,97.34,86.51,94.77,3772.734376,357542.0368
1.6538E+12,5/29/22 4:00,ZEC/USD,85.6,94.65,84.83,93.79,4876.872947,457401.9137
1.65374E+12,5/28/22 13:00,ZEC/USD,87.66,88.75,84.26,87.6,3333.11159,291980.5753
1.65371E+12,5/28/22 4:00,ZEC/USD,86.7,88.75,84.26,85.6,1913.575688,163802.0789
1.65366E+12,5/27/22 13:00,ZEC/USD,89.08,89.19,83.08,87.66,842.732465,73873.92788
1.65362E+12,5/27/22 4:00,ZEC/USD,86.59,89.19,82.57,86.7,1109.045009,96154.20228
1.65357E+12,5/26/22 13:00,ZEC/USD,85.26,90.32,82.06,89.08,3288.081847,292902.3309
1.65354E+12,5/26/22 4:00,ZEC/USD,95.72,95.72,83.31,86.59,1684.836306,145889.9757
1.65348E+12,5/25/22 13:00,ZEC/USD,97.77,99.08,83.37,85.26,7576.914333,646007.716
1.65345E+12,5/25/22 4:00,ZEC/USD,101.12,101.12,95.66,95.72,3.72102,356.1760344
1.6534E+12,5/24/22 13:00,ZEC/USD,97.1,102.2,92.23,97.77,3669.685829,358785.1835
1.65336E+12,5/24/22 4:00,ZEC/USD,99.53,102.2,92.23,101.12,3684.6257,372589.3508
1.65331E+12,5/23/22 13:00,ZEC/USD,108.81,109.57,95.91,97.1,3202.784452,310990.3703
1.65328E+12,5/23/22 4:00,ZEC/USD,106.66,112.02,97.08,99.53,3646.722032,362958.2438
1.65322E+12,5/22/22 13:00,ZEC/USD,108.54,112.02,104.59,108.81,3854.482882,419406.2824
1.65319E+12,5/22/22 4:00,ZEC/USD,103.32,110.21,102,106.66,5160.732733,550443.7533
1.65314E+12,5/21/22 13:00,ZEC/USD,102.15,110.21,101.83,108.54,2626.70312,285102.3566
1.65311E+12,5/21/22 4:00,ZEC/USD,104.78,106.65,101.32,103.32,1158.071978,119651.9968
1.65305E+12,5/20/22 13:00,ZEC/USD,105.87,108.88,100.91,102.15,2052.167993,209628.9605
1.65302E+12,5/20/22 4:00,ZEC/USD,106.12,111.27,100.91,104.78,1767.167714,185163.8331
1.65297E+12,5/19/22 13:00,ZEC/USD,100.99,111.27,100.95,105.87,2319.896378,245607.4295
1.65293E+12,5/19/22 4:00,ZEC/USD,100.94,109.16,95.66,106.12,2741.976742,290978.5719
1.65288E+12,5/18/22 13:00,ZEC/USD,106.46,108.49,94.25,100.99,3196.43216,322807.6838
1.65285E+12,5/18/22 4:00,ZEC/USD,110.17,112.33,94.25,100.94,2924.857683,295235.1345
1.65279E+12,5/17/22 13:00,ZEC/USD,107.08,116.41,99.56,106.46,10692.96222,1138372.757
1.65276E+12,5/17/22 4:00,ZEC/USD,105.53,116.41,99.56,110.17,11327.78728,1247982.324
1.65271E+12,5/16/22 13:00,ZEC/USD,107.24,107.86,101.69,107.08,1994.706992,213593.2247
1.65267E+12,5/16/22 4:00,ZEC/USD,108.22,109.1,101.69,105.53,1027.413241,108422.9193
1.65262E+12,5/15/22 13:00,ZEC/USD,107.18,113.97,101.83,107.24,2089.703427,224099.7955
1.65259E+12,5/15/22 4:00,ZEC/USD,105.31,113.97,102.53,108.22,2533.465456,274171.6316
1.65253E+12,5/14/22 13:00,ZEC/USD,88.24,109.29,86.91,107.18,4439.763233,475853.8233
1.6525E+12,5/14/22 4:00,ZEC/USD,102.01,107.26,86.91,105.31,5302.929869,558451.5445
1.65245E+12,5/13/22 13:00,ZEC/USD,98.19,103.45,88.23,88.24,11996.89979,1058606.437
1.65241E+12,5/13/22 4:00,ZEC/USD,96.14,103.45,91.04,102.01,11618.58112,1185211.46
1.65236E+12,5/12/22 13:00,ZEC/USD,74.95,99.53,70.76,98.19,7748.633138,760838.2878
1.65233E+12,5/12/22 4:00,ZEC/USD,73.76,98.5,67.91,96.14,13155.60834,1264780.186
1.65227E+12,5/11/22 13:00,ZEC/USD,81.51,93.51,67.91,74.95,17620.82857,1320681.101
1.65224E+12,5/11/22 4:00,ZEC/USD,92.86,92.86,73.3,73.76,9488.081136,699840.8646
1.65219E+12,5/10/22 13:00,ZEC/USD,104.13,104.13,76.6,81.51,11665.91962,950889.1081
1.65216E+12,5/10/22 4:00,ZEC/USD,95.53,104.53,88.08,92.86,6974.481815,647650.3813
1.6521E+12,5/9/22 13:00,ZEC/USD,103.83,107.6,90.28,104.13,5250.469563,546731.3956
1.65207E+12,5/9/22 4:00,ZEC/USD,111.95,113.16,90.28,95.53,5656.797109,540393.8278
1.65201E+12,5/8/22 13:00,ZEC/USD,113.64,116.69,103.74,103.83,1558.726333,161842.5552
1.65198E+12,5/8/22 4:00,ZEC/USD,111.1,116.69,110.05,111.95,741.53916,83015.30896
1.65193E+12,5/7/22 13:00,ZEC/USD,118.73,119,109,113.64,1486.448914,168920.0546
1.6519E+12,5/7/22 4:00,ZEC/USD,120.14,120.28,109,111.1,1862.419912,206914.8522
1.65184E+12,5/6/22 13:00,ZEC/USD,123.54,126.21,116.6,118.73,1116.730435,132589.4045
1.65181E+12,5/6/22 4:00,ZEC/USD,127.11,127.78,120,120.14,2035.115666,244498.7961
1.65176E+12,5/5/22 13:00,ZEC/USD,136.74,136.93,119.45,123.54,3252.640345,401831.1882
1.65172E+12,5/5/22 4:00,ZEC/USD,138.01,139.11,119.45,127.11,2250.691082,286085.3434
1.65167E+12,5/4/22 13:00,ZEC/USD,123.89,140,120.74,136.74,4354.353747,595414.3314
1.65164E+12,5/4/22 4:00,ZEC/USD,121.25,140,120,138.01,5301.117716,731607.256
1.65158E+12,5/3/22 13:00,ZEC/USD,123.57,125.56,117.45,123.89,4114.645169,509763.39
